ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	
97.47	8.07	34.08	22.43	100	50	1363	152	11	82	56	66	8	32	21	2	0	0	76.77170085906982	5100	3425.9916441440582	
97.32	8.07	34.08	22.43	100	51	1384	162	11	82	56	66	8	32	21	2	0	0	71.62701368331909	5200	3497.6186578273773	
96.75	8.07	33.92	22.32	100	52	1404	162	11	82	56	66	8	32	21	2	0	0	72.65871286392212	5300	3570.2773706912994	
96.32	8.07	33.92	22.32	100	53	1423	162	11	82	56	68	8	32	21	2	0	0	71.65460920333862	5400	3641.931979894638	
94.69	8.07	33.92	22.32	99	54	1436	162	11	82	56	64	8	32	21	3	0	0	77.00676846504211	5500	3718.93874835968	
95.03	8.07	33.76	22.21	100	55	1455	162	11	82	56	64	8	32	21	2	0	0	74.50381827354431	5600	3793.4425666332245	
94.77	8.06	33.32	21.92	100	56	1465	162	11	82	56	64	8	32	21	2	0	0	79.81847929954529	5700	3873.26104593277	
94.63	8.03	32.82	21.57	100	57	1480	162	11	82	56	64	8	32	21	2	0	0	75.43066835403442	5800	3948.691714286804	
95.05	8.0	32.32	21.22	100	58	1493	162	8	48	32	64	8	32	21	2	0	0	78.3786039352417	5900	4027.070318222046	
97.04	8.02	32.66	21.46	100	59	1509	162	10	82	56	64	8	32	21	2	0	0	75.14165496826172	6000	4102.211973190308	
97.64	8.02	32.66	21.46	100	60	1528	162	10	82	56	64	8	32	21	2	0	0	70.03294157981873	6100	4172.244914770126	
97.64	8.02	32.66	21.46	100	60	1528	162	10	82	56	64	8	32	21	2	0	0	70.03294157981873	6100	4172.244914770126	
