ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1685.074	11.894	1599.588	1123.56	4	0	0	34590	17	32902	23060	28	7	27	19	21	294	0	3563.2478766441345	500	3563.2478766441345	206	58.800000000000004	
135.556	9.628342245989305	108.2807486631016	76.11764705882354	5	1	303	1549	19.0	1486.0	1033.0	15	7.0	25.0	18.0	33	337	0	624.8665418624878	1000	4188.114418506622	355	64.5	
136.392	9.67	86.454	60.95	4	2	561	1549	20	1486	1033	17	7	25	18	30	374	0	793.6814711093903	1500	4981.795889616013	553	63.13333333333333	
150.458	9.924	83.784	59.206	4	3	815	1017	20	975	678	11	7	25	18	38	413	0	793.6718301773071	2000	5775.46771979332	746	62.7	
154.048	9.642	83.84	59.182	5	4	1013	1017	19	975	678	14	7	25	18	44	460	0	960.661906003952	2500	6736.129625797272	988	60.480000000000004	
150.344	9.596	76.932	54.408	5	5	1201	927	19	877	618	17	7	25	18	49	498	0	1030.944338798523	3000	7767.073964595795	1251	58.300000000000004	
144.836	9.318	64.434	45.666	5	6	1361	927	19	877	618	17	7	25	18	54	532	0	1156.394786119461	3500	8923.468750715256	1543	55.91428571428572	
146.058	9.238	59.804	42.462	4	7	1517	927	19	877	618	19	7	25	18	40	567	0	1165.154941558838	4000	10088.623692274094	1839	54.025	
145.352	8.976	47.584	33.902	5	8	1655	852	19	817	568	19	7	25	18	20	604	0	1221.9630029201508	4500	11310.586695194244	2142	52.400000000000006	
148.304	8.876	44.66	31.846	7	9	1788	852	19	817	568	19	7	25	18	16	634	0	1253.8282721042633	5000	12564.414967298508	2464	50.72	
149.91	8.73	44.24	31.466	11	10	1920	852	19	817	568	16	7	25	18	18	664	0	1244.2450442314148	5500	13808.660011529922	2789	49.290909090909096	
146.634	8.688	43.836	31.138	5	11	2071	852	19	817	568	16	7	25	18	18	689	0	1205.6700756549835	6000	15014.330087184906	3101	48.31666666666666	
146.454	8.668	43.806	31.116	9	12	2222	852	19	817	568	16	7	25	18	17	720	0	1171.5903198719025	6500	16185.920407056808	3405	47.61538461538461	
144.788	8.71	45.1	31.97	15	13	2364	852	19	817	568	16	7	25	18	17	751	0	1238.7705335617065	7000	17424.690940618515	3715	46.92857142857143	
145.964	8.73	46.032	32.572	18	14	2516	852	19	817	568	12	7	25	18	20	791	0	1217.7076466083527	7500	18642.398587226868	4012	46.50666666666666	
142.186	8.692	45.792	32.346	27	15	2650	852	19	817	568	12	7	25	18	21	832	0	1159.0055141448975	8000	19801.404101371765	4325	45.9375	
138.804	8.626	46.0	32.412	29	16	2800	852	19	817	568	12	7	25	18	21	872	0	1104.5629909038544	8500	20905.96709227562	4619	45.65882352941176	
142.798	8.584	45.798	32.176	29	17	2959	852	19	817	568	12	7	27	19	22	910	0	1085.9310669898987	9000	21991.89815926552	4912	45.42222222222222	
