ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
138.55	8.73	136.26	92.52	3	0	0	1002	11	986	668	16	7	15	11	23	0	0	125.77606773376465	100	125.77606773376465	100	0.0	
157.95	9.1	135.84	92.14	3	1	63	1002	17	986	668	16	7	15	11	14	0	0	40.48736548423767	200	166.26343321800232	137	31.5	
160.93	9.09	127.77	86.77	4	2	127	1002	17	986	668	19	7	15	11	13	0	0	37.67478656768799	300	203.9382197856903	171	43.00000000000001	
166.53	9.62	127.43	86.58	4	3	192	1002	17	986	668	19	7	15	11	14	0	0	38.23200345039368	400	242.17022323608398	203	49.25000000000001	
164.04	10.05	136.42	92.7	3	4	249	1002	17	986	668	21	7	15	11	16	0	0	47.77797317504883	500	289.9481964111328	244	51.2	
153.85	10.15	143.54	97.31	3	5	302	1002	17	986	668	21	7	15	11	18	0	0	53.654778480529785	600	343.6029748916626	288	52.0	
147.5	10.16	135.43	91.9	3	6	364	1002	17	986	668	21	7	15	11	16	0	0	45.54035139083862	700	389.1433262825012	325	53.57142857142857	
145.05	10.08	133.18	90.38	3	7	424	1002	17	986	668	21	7	15	11	17	0	0	46.06017255783081	800	435.20349884033203	363	54.625	
137.38	10.17	122.61	83.3	3	8	486	1002	17	986	668	21	7	15	11	18	0	0	40.696162700653076	900	475.8996615409851	399	55.666666666666664	
127.68	10.01	109.8	74.58	3	9	536	1002	17	986	668	21	7	15	11	19	0	0	54.32079601287842	1000	530.2204575538635	446	55.4	
112.6	9.73	88.43	60.04	3	10	576	1002	17	986	668	21	7	15	11	19	0	0	63.05867528915405	1100	593.2791328430176	498	54.72727272727273	
103.95	9.78	83.74	56.84	3	11	629	420	17	414	280	18	7	15	11	21	0	0	51.283188819885254	1200	644.5623216629028	543	54.75	
103.59	9.64	79.3	53.84	3	12	677	420	17	414	280	18	7	15	11	21	0	0	54.659303426742554	1300	699.2216250896454	590	54.61538461538461	
101.7	9.55	77.46	52.68	3	13	719	420	17	414	280	18	7	15	11	24	0	0	56.45185208320618	1400	755.6734771728516	643	54.07142857142857	
102.89	9.37	71.03	48.34	3	14	761	420	15	414	280	18	7	15	11	25	0	0	57.94506311416626	1500	813.6185402870178	695	53.66666666666667	
96.28	9.17	63.31	43.16	3	15	802	414	14	406	276	18	7	15	11	25	0	0	57.41447401046753	1600	871.0330142974854	739	53.8125	
91.1	9.1	59.11	40.33	3	16	845	414	14	406	276	18	7	15	11	25	0	0	56.29501223564148	1700	927.3280265331268	788	53.64705882352941	
94.35	9.08	56.89	38.88	3	17	888	414	14	406	276	18	7	15	11	23	0	0	57.061142444610596	1800	984.3891689777374	834	53.66666666666667	
