ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
123.88	8.7085	121.6345	82.7215	7	0	0	1168	11	1141	779	16	7	15	11	136	0	0	1763.2000868320465	2000	1763.2000868320465	2000	0.0	
140.712	8.951	108.242	73.653	7	1	1209	1168	17	1393	942	9	7	15	11	60	0	0	1181.4364693164825	4000	2944.636556148529	2755	31.125	
181.3885	9.4075	112.326	76.414	8	2	2372	1168	17	1393	942	9	7	15	11	66	0	0	1219.8536441326141	6000	4164.490200281143	3536	41.06666666666666	
180.4205	9.5225	117.032	79.527	10	3	3509	1168	17	1393	942	8	7	15	11	74	0	0	1236.0517392158508	8000	5400.541939496994	4331	45.8625	
177.5765	9.5475	113.864	77.327	10	4	4609	1168	17	1393	942	8	7	15	11	71	0	0	1280.6965508460999	10000	6681.238490343094	5146	48.540000000000006	
179.468	9.5995	110.5335	75.0405	12	5	5681	1168	17	1141	779	13	7	15	11	69	0	0	1298.1236386299133	12000	7979.362128973007	5997	50.025	
181.064	9.563	104.6965	71.0795	15	6	6687	1168	17	1141	779	13	7	15	11	64	0	0	1329.361397266388	14000	9308.723526239395	6917	50.59285714285714	
182.2565	9.5425	97.171	65.9675	16	7	7666	1168	17	1141	779	13	7	15	11	63	0	0	1351.12446975708	16000	10659.847995996475	7853	50.91875	
181.482	9.4345	88.9385	60.3575	21	8	8584	1168	17	1141	779	13	7	15	11	54	0	0	1406.1298303604126	18000	12065.977826356888	8840	50.888888888888886	
183.063	9.439	86.6255	58.745	24	9	9460	1168	17	1141	779	11	7	15	11	45	0	0	1433.1087820529938	20000	13499.086608409882	9876	50.62	
188.146	9.5115	89.461	60.5325	31	10	10263	1168	17	1141	779	11	7	15	11	44	0	0	1482.7637996673584	22000	14981.85040807724	10984	50.07272727272728	
193.018	9.534	90.896	61.368	38	11	10977	1168	17	1141	779	13	7	19	13	44	0	0	1519.2019834518433	24000	16501.052391529083	12141	49.4125	
192.2635	9.3285	82.6255	55.733	59	12	11662	1095	17	1083	730	13	7	19	13	40	0	0	1526.4331107139587	26000	18027.485502243042	13306	48.823076923076925	
190.135	9.1585	74.8195	50.414	29	13	12335	1095	17	1083	730	15	7	19	13	33	0	0	1548.2343456745148	28000	19575.719847917557	14481	48.282142857142865	
186.436	8.998	67.169	45.2125	42	14	13002	1095	17	1083	730	15	7	19	13	31	0	0	1549.0391852855682	30000	21124.759033203125	15655	47.81666666666666	
185.772	8.938	65.4045	44.019	10	15	13662	1095	17	1083	730	15	7	19	13	30	0	0	1560.1409902572632	32000	22684.90002346039	16856	47.324999999999996	
183.69	8.808	61.051	41.0595	13	16	14296	1095	17	1083	730	14	7	19	13	28	0	0	1580.702806711197	34000	24265.602830171585	18073	46.84411764705882	
184.4555	8.725	58.3695	39.2425	6	17	14953	1095	17	1083	730	14	7	19	13	28	0	0	1570.521399974823	36000	25836.124230146408	19235	46.56944444444444	
181.408	8.6105	53.9645	36.264	7	18	15598	1095	17	1083	730	14	7	19	13	26	0	0	1558.3755421638489	38000	27394.499772310257	20423	46.25526315789473	
178.9925	8.518	50.0395	33.5695	7	19	16218	1095	17	1083	730	14	7	19	13	24	0	0	1580.7975597381592	40000	28975.297332048416	21663	45.842499999999994	
180.5715	8.5115	49.1155	32.905	9	20	16785	1095	17	1083	730	13	7	19	13	25	0	0	1612.1705524921417	42000	30587.467884540558	22958	45.338095238095235	
179.627	8.4455	48.089	32.098	11	21	17373	1095	17	1083	730	10	7	20	14	23	0	0	1604.6268560886383	44000	32192.094740629196	24246	44.89545454545455	
179.5075	8.5515	48.825	32.474	12	22	17958	1095	17	1083	730	10	7	20	14	23	0	0	1603.6172065734863	46000	33795.71194720268	25560	44.434782608695656	
178.8025	8.4625	46.352	30.769	14	23	18551	1095	17	1083	730	10	7	20	14	18	0	0	1597.5281343460083	48000	35393.24008154869	26848	44.06666666666666	
179.817	8.4945	47.278	31.3935	15	24	19232	1095	17	1083	730	10	7	20	14	19	0	0	1554.1112670898438	50000	36947.351348638535	28029	43.942	
184.7665	8.635	49.587	32.859	17	25	19933	1095	17	1083	730	10	7	20	14	21	0	0	1544.953236579895	52000	38492.30458521843	29233	43.78269230769231	
187.346	8.6525	49.7455	32.8955	18	26	20667	1095	17	1083	730	13	8	32	21	19	0	0	1532.7406358718872	54000	40025.04522109032	30429	43.65	
191.703	8.772	52.2375	34.5665	21	27	21428	1095	17	1083	730	13	7	20	14	23	0	0	1505.5723757743835	56000	41530.6175968647	31590	43.58928571428572	
195.2055	8.911	55.0535	36.4775	21	28	22195	1095	17	1083	730	17	7	20	14	27	0	0	1513.09619140625	58000	43043.71378827095	32748	43.53793103448276	
199.1345	9.0555	58.1095	38.53	26	29	23006	1095	17	1083	730	17	7	20	14	29	0	0	1478.5545814037323	60000	44522.26836967468	33877	43.538333333333334	
200.5515	9.2175	61.982	41.1195	29	30	23802	1095	17	1083	730	19	7	20	14	34	0	0	1512.2928347587585	62000	46034.56120443344	35011	43.53064516129032	
203.1895	9.3435	64.634	42.911	29	31	24605	1095	17	1083	730	21	7	20	14	37	0	0	1484.3809757232666	64000	47518.94218015671	36145	43.52343749999999	
203.1815	9.391	65.8205	43.7055	36	32	25418	1095	17	1083	730	21	7	20	14	37	0	0	1476.999193429947	66000	48995.941373586655	37272	43.527272727272724	
201.8345	9.362	65.1025	43.2205	42	33	26189	1095	17	1083	730	21	7	20	14	33	0	0	1512.6439399719238	68000	50508.58531355858	38433	43.48088235294117	
203.9935	9.4285	66.906	44.422	49	34	26987	1095	17	1083	730	21	7	20	14	35	0	0	1492.5758609771729	70000	52001.16117453575	39583	43.45285714285714	
204.508	9.46	68.219	45.2825	54	35	27781	1095	17	1083	730	22	7	20	14	36	0	0	1503.7309782505035	72000	53504.892152786255	40735	43.423611111111114	
205.4455	9.454	68.76	45.6195	58	36	28619	1095	17	1083	730	22	7	20	14	36	0	0	1459.4369730949402	74000	54964.329125881195	41851	43.4445945945946	
206.5675	9.474	69.1485	45.8775	59	37	29428	1095	17	1083	730	22	7	20	14	35	0	0	1498.158439874649	76000	56462.487565755844	42984	43.44210526315789	
206.448	9.46	68.712	45.553	63	38	30240	943	17	926	629	22	7	20	14	32	0	0	1482.5296821594238	78000	57945.01724791527	44120	43.43589743589743	
207.542	9.444	68.3095	45.2695	67	39	31086	943	17	926	629	22	7	20	14	31	0	0	1464.6629281044006	80000	59409.68017601967	45239	43.451249999999995	
208.6465	9.4365	68.031	45.059	75	40	31911	943	17	926	629	22	7	20	14	30	0	0	1489.3759489059448	82000	60899.05612492561	46371	43.45	
209.8615	9.447	68.955	45.6215	80	41	32780	943	17	926	629	23	7	20	14	30	0	0	1446.7855043411255	84000	62345.84162926674	47463	43.49642857142857	
208.7955	9.4365	68.763	45.475	89	42	33659	943	17	926	629	23	7	20	14	30	0	0	1436.8431565761566	86000	63782.684785842896	48548	43.54883720930233	
209.208	9.4705	69.9015	46.1795	63	43	34495	943	17	926	629	23	8	32	21	29	0	0	1455.9202017784119	88000	65238.60498762131	49670	43.55681818181818	
210.619	9.4925	70.4045	46.5005	66	44	35341	943	17	926	629	23	8	32	21	29	0	0	1473.396121263504	90000	66712.00110888481	50782	43.57555555555555	
211.645	9.48	69.788	46.073	70	45	36147	886	17	864	591	23	8	32	21	28	0	0	1486.2410025596619	92000	68198.24211144447	51937	43.54673913043479	
210.834	9.5005	69.3535	45.774	77	46	36981	886	17	864	591	23	8	32	21	28	0	0	1452.9234824180603	94000	69651.16559386253	53066	43.5468085106383	
211.3185	9.578	71.3055	47.0585	85	47	37801	886	17	864	591	23	8	32	21	29	0	0	1499.8409712314606	96000	71151.006565094	54212	43.52916666666666	
