ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
67.84	8.88	34.64	23.9	3	51	1082	456	14	75	51	15	8	15	11	17	0	0	85.3899393081665	2600	4365.607233762741	1353	47.96153846153847	
67.9	8.86	34.3	23.66	3	52	1100	456	14	75	51	15	8	15	11	17	0	0	86.76080441474915	2650	4452.36803817749	1379	47.9622641509434	
74.48	8.86	35.28	24.24	3	53	1120	456	14	75	51	15	8	15	11	16	0	0	86.44546031951904	2700	4538.813498497009	1405	47.96296296296296	
75.0	8.86	35.24	24.2	3	54	1141	456	14	75	51	15	8	15	11	16	0	0	81.80994319915771	2750	4620.623441696167	1430	48.0	
66.48	8.92	35.5	24.38	3	55	1162	436	14	75	51	15	8	15	11	16	0	0	80.59533619880676	2800	4701.218777894974	1456	48.0	
67.42	8.82	34.96	24.0	3	56	1184	436	14	75	51	15	8	15	11	16	0	0	76.30309629440308	2850	4777.521874189377	1481	48.03508771929824	
67.42	8.82	34.96	24.0	3	57	1199	436	14	75	51	15	8	15	11	16	0	0	95.70903849601746	2900	4873.230912685394	1508	48.0	
68.44	8.84	34.84	23.92	4	58	1220	436	14	75	51	15	8	15	11	16	0	0	82.84150052070618	2950	4956.0724132061005	1534	48.0	
68.28	8.84	34.42	23.68	4	59	1239	436	14	75	51	15	8	15	11	16	0	0	87.77198219299316	3000	5043.844395399094	1557	48.1	
69.52	8.86	35.54	24.4	5	60	1254	436	14	75	51	15	8	15	11	16	0	0	97.26415061950684	3050	5141.1085460186005	1589	47.90163934426229	
