ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
975.28	11.5	952.62	650.34	3	0	0	11386	17	11134	7591	16	7	15	11	15	0	0	778.2682883739471	50	778.2682883739471	50	0.0	
996.94	11.44	952.58	649.86	4	1	39	11386	17	11134	7591	16	7	15	11	16	0	0	43.56479811668396	100	821.8330864906311	61	39.0	
630.62	10.4	567.02	386.32	8	2	69	8779	17	8600	5853	16	7	15	11	10	0	0	72.36406230926514	150	894.1971487998962	79	47.333333333333336	
471.68	9.82	390.62	266.06	10	3	85	8779	17	8600	5853	16	7	15	11	7	0	0	117.06122326850891	200	1011.2583720684052	110	44.99999999999999	
416.2	9.46	332.06	226.46	5	4	98	8779	17	8600	5853	16	7	15	11	5	0	0	125.79502940177917	250	1137.0534014701843	145	42.00000000000001	
376.52	9.24	300.6	204.72	7	5	115	8779	17	8600	5853	15	7	15	11	5	0	0	119.4797134399414	300	1256.5331149101257	175	41.666666666666664	
