ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
995.516	11.696	971.363	663.833	21	0	0	14800	17	14487	9867	16	7	15	11	90	0	0	7433.370118379593	1000	7433.370118379593	999	0.09999999999999432	
963.812	11.261	909.871	621.341	23	1	585	14800	19	14487	9867	13	7	15	11	63	0	0	395.46450901031494	2000	7828.834627389908	1394	30.30000000000001	
701.424	10.749	625.983	427.484	27	2	1118	14800	19	14487	9867	13	7	15	11	48	0	0	445.2087790966034	3000	8274.043406486511	1816	39.46666666666667	
467.528	10.165	377.305	257.819	31	3	1533	13545	20	13253	9030	13	7	15	11	38	0	0	507.8852198123932	4000	8781.928626298904	2326	41.85	
421.916	9.825	324.146	221.544	45	4	1901	13545	20	13253	9030	13	7	15	11	30	0	0	535.373211145401	5000	9317.301837444305	2889	42.22	
370.132	9.588	269.828	184.442	48	5	2227	11553	20	11262	7702	13	7	15	11	26	0	0	552.9333817958832	6000	9870.235219240189	3473	42.11666666666667	
324.092	9.289	215.743	147.506	71	6	2551	11553	20	11262	7702	13	7	15	11	19	0	0	557.7546014785767	7000	10427.989820718765	4039	42.300000000000004	
283.389	9.101	173.867	118.943	60	7	2840	10752	20	10527	7168	10	7	15	11	14	0	0	583.1787555217743	8000	11011.16857624054	4631	42.1125	
284.3	9.045	172.745	118.102	91	8	3135	10752	20	10527	7168	10	7	15	11	12	0	0	595.920079946518	9000	11607.088656187057	5202	42.2	
270.361	8.954	159.787	109.128	132	9	3414	10752	20	10527	7168	10	7	15	11	12	0	0	585.2686440944672	10000	12192.357300281525	5789	42.11	
253.616	8.825	139.008	94.893	172	10	3694	10752	20	10527	7168	10	7	19	13	9	0	0	592.4527897834778	11000	12784.810090065002	6379	42.00909090909091	
205.124	8.625	84.755	57.842	256	11	3917	6162	19	6083	4108	10	7	19	13	7	0	0	625.1480107307434	12000	13409.958100795746	7021	41.491666666666674	
198.581	8.644	79.726	54.377	346	12	4158	6162	19	6083	4108	10	7	19	13	6	0	0	607.8884637355804	13000	14017.846564531326	7660	41.07692307692308	
187.487	8.625	67.911	46.268	457	13	4370	6162	19	6083	4108	10	7	19	13	4	0	0	626.0737507343292	14000	14643.920315265656	8296	40.74285714285715	
187.081	8.601	67.87	46.191	597	14	4610	6162	19	6083	4108	10	7	19	13	4	0	0	618.4483816623688	15000	15262.368696928024	8891	40.72666666666667	
179.593	8.501	59.77	40.615	736	15	4833	6162	19	6083	4108	10	7	19	13	4	0	0	622.1570098400116	16000	15884.525706768036	9493	40.668749999999996	
178.839	8.474	60.269	40.849	863	16	5065	6162	19	6083	4108	10	7	19	13	4	0	0	623.3453273773193	17000	16507.871034145355	10109	40.535294117647055	
155.178	8.288	36.751	24.783	989	17	5321	3577	19	3497	2385	10	7	19	13	3	0	0	597.8019993305206	18000	17105.673033475876	10680	40.666666666666664	
143.739	8.168	26.625	17.87	1000	18	5560	476	15	147	100	10	7	19	13	2	0	0	613.9733355045319	19000	17719.646368980408	11271	40.67894736842105	
144.632	8.147	26.519	17.783	1000	19	5759	476	15	147	100	10	7	19	13	2	0	0	645.3564922809601	20000	18365.002861261368	11886	40.56999999999999	
145.64	8.117	26.343	17.644	1000	20	5923	476	15	100	68	10	7	19	13	2	0	0	651.8179235458374	21000	19016.820784807205	12480	40.57142857142857	
144.819	8.104	26.134	17.508	1000	21	6094	476	15	100	68	10	7	15	11	2	0	0	634.4855687618256	22000	19651.30635356903	13081	40.540909090909096	
145.26	8.093	26.234	17.559	1000	22	6283	476	14	91	63	10	7	19	13	2	0	0	647.5599036216736	23000	20298.866257190704	13649	40.65652173913043	
146.483	8.092	26.321	17.606	1000	23	6446	476	14	91	63	10	7	19	13	2	0	0	661.6835317611694	24000	20960.549788951874	14280	40.5	
149.996	8.081	26.201	17.523	1000	24	6613	466	14	78	54	10	8	15	11	2	0	0	667.0540096759796	25000	21627.603798627853	14863	40.547999999999995	
152.644	8.068	26.363	17.603	1000	25	6785	466	13	62	41	10	8	19	13	2	0	0	640.9482057094574	26000	22268.55200433731	15447	40.58846153846154	
151.719	8.066	26.398	17.624	1000	26	6963	466	13	62	41	10	8	19	13	2	0	0	664.7293648719788	27000	22933.28136920929	16064	40.50370370370371	
154.813	8.052	26.336	17.57	1000	27	7123	465	13	62	41	10	8	19	13	2	0	0	686.9691751003265	28000	23620.250544309616	16660	40.5	
155.634	8.045	26.299	17.542	1000	28	7288	465	13	62	41	10	8	19	13	2	0	0	675.1350860595703	29000	24295.385630369186	17262	40.47586206896552	
156.805	8.038	26.181	17.463	1000	29	7445	465	13	62	41	10	8	19	13	2	0	0	683.9711396694183	30000	24979.356770038605	17882	40.39333333333334	
157.078	8.03	25.879	17.272	1000	30	7612	465	11	62	41	10	8	15	11	2	0	0	672.3956246376038	31000	25651.75239467621	18455	40.46774193548387	
156.626	8.025	25.918	17.288	1000	31	7769	465	11	60	39	10	8	19	13	2	0	0	655.913863658905	32000	26307.666258335114	19062	40.43125	
159.321	8.027	25.717	17.165	1000	32	7935	474	17	79	55	10	8	15	11	2	0	0	667.6540405750275	33000	26975.32029891014	19630	40.515151515151516	
159.553	8.025	25.806	17.216	1000	33	8085	484	17	79	55	10	8	19	13	2	0	0	638.2580006122589	34000	27613.5782995224	20238	40.476470588235294	
160.593	8.028	25.785	17.206	1000	34	8238	484	17	79	55	10	8	19	13	2	0	0	669.8395237922668	35000	28283.417823314667	20835	40.47142857142857	
162.079	8.029	25.637	17.118	1000	35	8390	484	17	79	55	10	8	19	13	2	0	0	665.3563530445099	36000	28948.774176359177	21407	40.536111111111104	
163.239	8.028	25.569	17.073	1000	36	8540	484	17	79	55	11	8	19	13	2	0	0	673.0785937309265	37000	29621.852770090103	22010	40.51351351351351	
163.939	8.027	25.645	17.119	1000	37	8705	484	17	79	55	11	8	19	13	2	0	0	658.3134188652039	38000	30280.166188955307	22599	40.52894736842105	
