ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
129.16	8.701	126.978	86.251	14	0	0	1110	11	1095	740	16	7	15	11	87	0	0	772.4553208351135	1000	772.4553208351135	999	0.09999999999999432	
146.526	8.889	116.501	79.155	14	1	644	1110	16	1095	740	9	7	15	11	39	0	0	388.96998953819275	2000	1161.4253103733063	1334	33.3	
180.469	9.241	116.908	79.402	14	2	1238	1110	17	1095	740	8	7	15	11	43	0	0	417.3045094013214	3000	1578.7298197746277	1708	43.06666666666666	
182.407	9.407	123.039	83.484	13	3	1813	1110	17	1095	740	7	7	15	11	47	0	0	363.52814865112305	4000	1942.2579684257507	2088	47.8	
182.016	9.515	121.984	82.743	13	4	2353	1110	17	1095	740	7	7	15	11	43	0	0	188.75807309150696	5000	2131.0160415172577	2507	49.86000000000001	
186.67	9.514	114.192	77.432	15	5	2860	1110	17	1095	740	11	7	15	11	40	0	0	198.19799399375916	6000	2329.214035511017	2949	50.85	
184.619	9.459	104.638	70.994	15	6	3340	1110	17	1095	740	11	7	15	11	37	0	0	200.02796149253845	7000	2529.2419970035553	3425	51.07142857142858	
181.269	9.355	95.992	65.131	12	7	3852	1110	17	1095	740	11	7	15	11	35	0	0	196.94101452827454	8000	2726.18301153183	3873	51.5875	
180.167	9.231	86.639	58.774	15	8	4311	1110	17	1095	740	11	7	15	11	31	0	0	206.41114044189453	9000	2932.5941519737244	4370	51.44444444444444	
181.311	9.157	81.624	55.272	10	9	4730	1110	17	1095	740	11	7	15	11	27	0	0	209.99373960494995	10000	3142.5878915786743	4903	50.97	
184.87	9.177	86.038	58.025	17	10	5096	1110	17	1095	740	11	7	15	11	29	0	0	235.80076146125793	11000	3378.3886530399323	5494	50.054545454545455	
184.172	9.102	83.082	55.862	26	11	5406	1110	17	1095	740	11	7	19	13	26	0	0	248.79682278633118	12000	3627.1854758262634	6127	48.94166666666667	
183.557	8.898	76.096	51.008	13	12	5705	1110	17	1095	740	11	7	19	13	23	0	0	254.6286964416504	13000	3881.814172267914	6788	47.78461538461538	
178.865	8.68	64.289	42.939	10	13	5964	855	17	838	570	11	7	19	13	19	0	0	257.93399357795715	14000	4139.748165845871	7476	46.599999999999994	
183.519	8.407	49.938	33.161	11	14	6174	768	17	757	512	11	7	20	14	15	0	0	277.2332000732422	15000	4416.981365919113	8211	45.26	
180.311	8.312	46.118	30.547	16	15	6435	768	17	757	512	11	8	31	21	13	0	0	263.04291439056396	16000	4680.024280309677	8900	44.375	
178.006	8.272	43.161	28.546	23	16	6672	523	17	507	349	14	8	31	21	12	0	0	259.617356300354	17000	4939.641636610031	9605	43.50000000000001	
177.835	8.199	39.89	26.322	31	17	6903	523	17	507	349	14	8	32	21	9	0	0	261.62225341796875	18000	5201.263890028	10305	42.75	
174.335	8.207	39.935	26.359	53	18	7123	523	17	507	349	14	8	32	21	10	0	0	264.11517214775085	19000	5465.379062175751	11028	41.95789473684211	
174.227	8.216	40.092	26.466	11	19	7336	523	17	507	349	14	8	32	21	9	0	0	268.00334191322327	20000	5733.382404088974	11755	41.225	
173.126	8.246	40.86	26.984	15	20	7529	523	17	507	349	14	8	32	21	10	0	0	268.0533638000488	21000	6001.435767889023	12498	40.48571428571428	
175.898	8.205	39.132	25.795	18	21	7691	496	17	488	331	14	8	32	21	7	0	0	287.7967793941498	22000	6289.232547283173	13263	39.71363636363636	
175.939	8.162	36.463	24.01	20	22	7891	496	15	488	331	14	8	32	21	6	0	0	274.45920968055725	23000	6563.69175696373	13997	39.14347826086957	
177.67	8.168	36.606	24.102	13	23	8138	496	17	488	331	14	8	32	21	6	0	0	266.89789724349976	24000	6830.58965420723	14691	38.787499999999994	
177.438	8.171	36.492	24.032	13	24	8380	496	17	488	331	14	8	32	21	6	0	0	255.790034532547	25000	7086.379688739777	15394	38.424	
177.934	8.201	37.193	24.505	12	25	8646	496	17	488	331	14	8	32	21	7	0	0	262.22581219673157	26000	7348.605500936508	16072	38.184615384615384	
