ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	
115.08	8.09	35.7	23.4	100	38	1111	207	9	88	57	49	8	32	21	2	0	0	62.335559368133545	3900	2547.6078662872314	
114.97	8.09	35.7	23.4	40	39	1141	207	9	88	57	49	8	32	21	3	0	0	61.685302734375	4000	2609.2931690216064	
115.77	8.11	36.15	23.7	48	40	1164	207	10	88	57	49	8	32	21	3	0	0	70.20554280281067	4100	2679.498711824417	
114.81	8.11	36.15	23.7	63	41	1192	207	10	88	57	49	8	32	21	3	0	0	65.02031898498535	4200	2744.5190308094025	
111.96	8.12	36.71	24.06	67	42	1209	207	10	88	57	49	8	32	21	3	0	0	74.64220237731934	4300	2819.161233186722	
112.99	8.1	36.14	23.69	70	43	1234	207	10	88	57	49	8	32	21	3	0	0	66.64913702011108	4400	2885.810370206833	
111.36	8.08	35.02	22.97	81	44	1255	207	10	88	57	49	8	32	21	3	0	0	68.70115232467651	4500	2954.5115225315094	
107.82	8.09	34.85	22.85	92	45	1273	207	10	88	57	49	8	32	21	3	0	0	72.7133162021637	4600	3027.224838733673	
104.8	8.07	34.13	22.38	100	46	1296	195	10	88	57	49	8	32	21	2	0	0	66.58696508407593	4700	3093.811803817749	
102.45	8.04	33.01	21.66	100	47	1318	195	10	77	51	49	8	32	21	2	0	0	68.7028455734253	4800	3162.5146493911743	
100.31	8.04	33.01	21.66	74	48	1340	212	10	77	51	49	8	32	21	3	0	0	68.42008566856384	4900	3230.934735059738	
96.93	8.04	33.01	21.66	85	49	1361	195	10	77	51	48	8	32	21	3	0	0	69.42272424697876	5000	3300.357459306717	
102.33	8.04	33.01	21.66	97	50	1382	195	10	77	51	48	8	32	21	3	0	0	67.76202034950256	5100	3368.1194796562195	
105.46	8.02	32.45	21.3	100	51	1397	213	10	77	51	48	8	32	21	2	0	0	72.83949327468872	5200	3440.958972930908	
105.01	8.02	32.45	21.3	100	52	1413	213	10	77	51	48	8	32	21	2	0	0	72.16449666023254	5300	3513.1234695911407	
105.15	8.0	32.0	21.0	100	53	1429	213	8	32	21	48	8	32	21	2	0	0	72.76123213768005	5400	3585.884701728821	
108.28	8.0	32.0	21.0	100	54	1453	218	8	32	21	48	8	32	21	2	0	0	65.03547930717468	5500	3650.9201810359955	
110.12	8.0	32.0	21.0	100	55	1464	218	8	32	21	48	8	32	21	2	0	0	75.50428700447083	5600	3726.4244680404663	
111.23	8.0	32.0	21.0	100	56	1484	222	8	32	21	48	8	32	21	2	0	0	67.66643047332764	5700	3794.090898513794	
110.95	8.0	32.0	21.0	100	57	1501	218	8	32	21	48	8	32	21	2	0	0	70.86544632911682	5800	3864.9563448429108	
117.27	8.0	32.0	21.0	100	58	1512	218	8	32	21	49	8	32	21	2	0	0	75.52101254463196	5900	3940.4773573875427	
122.49	8.0	32.0	21.0	4	59	1526	218	8	32	21	49	8	32	21	3	0	0	73.87146139144897	6000	4014.3488187789917	
121.24	8.04	33.13	21.78	5	60	1542	218	12	145	99	49	8	32	21	3	0	0	73.13670587539673	6100	4087.4855246543884	
121.24	8.04	33.13	21.78	5	60	1542	218	12	145	99	49	8	32	21	3	0	0	73.13670587539673	6100	4087.4855246543884	
