ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
713.14	11.74	690.72	475.6	7	0	0	4536	17	4448	3024	16	7	15	11	15	0	0	484.27469062805176	50	484.27469062805176	50	0.0	
716.06	11.26	682.94	469.76	9	1	38	4536	17	4448	3024	16	7	15	11	16	0	0	44.78144359588623	100	529.056134223938	62	38.0	
722.06	11.92	690.52	474.78	9	2	74	4536	20	4448	3024	20	7	20	14	13	0	0	54.59505748748779	150	583.6511917114258	76	49.33333333333333	
572.8	10.88	532.46	365.66	10	3	103	4536	17	4448	3024	20	7	15	11	11	0	0	77.8166573047638	200	661.4678490161896	96	52.0	
484.1	10.74	440.28	302.78	12	4	133	4536	20	4448	3024	21	7	15	11	11	0	0	70.39099907875061	250	731.8588480949402	116	53.599999999999994	
457.96	10.66	415.82	286.14	12	5	162	4536	20	4448	3024	21	7	15	11	10	0	0	75.47041034698486	300	807.329258441925	137	54.333333333333336	
368.8	10.94	340.48	235.14	12	6	189	4287	20	4143	2858	21	7	15	11	8	0	0	90.0788927078247	350	897.4081511497498	158	54.85714285714286	
358.28	11.04	317.86	219.84	12	7	217	4287	20	4143	2858	33	7	15	11	7	0	0	81.05113887786865	400	978.4592900276184	180	55.0	
354.08	10.86	312.76	216.46	16	8	237	4287	19	4143	2858	27	7	15	11	6	0	0	108.51143789291382	450	1086.9707279205322	209	53.55555555555556	
335.52	10.56	290.48	200.66	17	9	260	4287	19	4143	2858	27	7	15	11	4	0	0	97.42196440696716	500	1184.3926923274994	234	53.199999999999996	
334.74	10.62	289.2	199.78	19	10	295	4287	19	4143	2858	27	7	15	11	4	0	0	56.41145706176758	550	1240.804149389267	249	54.72727272727273	
272.2	10.52	229.06	158.3	25	11	318	4287	19	4143	2858	27	8	15	11	4	0	0	99.07737827301025	600	1339.8815276622772	276	54.0	
274.42	10.52	229.32	158.52	27	12	345	4287	19	4143	2858	27	8	15	11	3	0	0	85.85084438323975	650	1425.732372045517	299	54.0	
273.52	10.48	229.02	158.28	27	13	369	4287	19	4143	2858	27	8	15	11	3	0	0	95.592036485672	700	1521.324408531189	325	53.57142857142857	
272.66	10.52	229.52	158.64	30	14	390	4287	19	4143	2858	27	8	15	11	3	0	0	106.81536960601807	750	1628.139778137207	354	52.800000000000004	
235.88	10.2	191.66	132.54	33	15	419	4287	19	4143	2858	19	8	15	11	3	0	0	76.20426297187805	800	1704.344041109085	374	53.25	
