ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1474.02	11.98	1399.32	982.84	5	0	0	14860	17	14135	9907	30	7	29	20	9	27	0	426.9061348438263	50	426.9061348438263	23	54.0	
161.08	10.0	107.725	75.75	10	1	31	427	16.0	407.0	285.0	30	7.0	29.0	20.0	9	31	0	154.481516122818	100	581.3876509666443	38	62.0	
