ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
975.712	11.722	947.922	650.638	58	0	0	15862	17	15478	10575	16	7	15	11	213	0	0	13141.261236667633	500	13141.261236667633	500	0.0	
