ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
140.24	10.22	57.44	40.8	50	46	854	285	14	145	102	35	8	29	20	2	205	0	53.18592715263367	2350	2915.0295281410217	1476	37.191489361702125	
146.9	10.34	57.98	41.2	50	47	874	285	15	145	102	35	8	29	20	2	211	0	52.69641089439392	2400	2967.7259390354156	1506	37.25000000000001	
151.04	10.3	58.32	41.38	50	48	889	285	15	145	102	35	8	29	20	2	217	0	57.270201444625854	2450	3024.9961404800415	1541	37.10204081632653	
151.04	10.3	58.32	41.38	50	49	913	285	15	145	102	35	8	29	20	2	221	0	51.91008019447327	2500	3076.9062206745148	1567	37.32	
146.26	10.18	57.52	40.76	50	50	936	285	15	140	99	35	8	29	20	2	225	0	56.350722551345825	2550	3133.2569432258606	1594	37.49019607843137	
143.74	10.26	58.0	41.12	50	51	953	285	15	140	99	35	8	29	20	2	229	0	53.743223428726196	2600	3187.000166654587	1627	37.42307692307693	
150.86	10.34	60.38	42.78	50	52	965	309	15	143	102	35	8	29	20	2	234	0	61.30032396316528	2650	3248.300490617752	1665	37.16981132075472	
151.92	10.3	58.66	41.56	50	53	983	309	15	143	102	35	8	29	20	2	237	0	61.5791711807251	2700	3309.879661798477	1697	37.14814814814815	
148.42	10.22	56.82	40.24	50	54	1001	309	15	140	99	35	8	29	20	2	243	0	55.78107738494873	2750	3365.660739183426	1729	37.12727272727273	
144.44	10.26	55.18	39.12	50	55	1026	309	15	117	82	35	8	29	20	2	249	0	47.661359786987305	2800	3413.322098970413	1753	37.39285714285714	
131.46	10.14	52.22	37.08	50	56	1044	309	15	117	82	35	8	29	20	2	251	0	62.78473949432373	2850	3476.106838464737	1784	37.40350877192983	
137.74	10.12	52.4	37.18	50	57	1064	309	15	117	82	35	8	29	20	2	254	0	58.31168246269226	2900	3534.418520927429	1813	37.48275862068966	
136.66	10.04	52.2	36.98	50	58	1079	309	15	117	82	35	8	29	20	2	256	0	56.849886894226074	2950	3591.2684078216553	1848	37.35593220338983	
136.3	10.06	51.86	36.76	50	59	1100	309	15	117	82	35	8	29	20	2	260	0	53.8347532749176	3000	3645.103161096573	1876	37.46666666666667	
124.94	10.2	52.58	37.3	50	60	1117	285	15	117	82	35	8	29	20	2	265	0	57.775842905044556	3050	3702.8790040016174	1909	37.409836065573764	
124.94	10.2	52.58	37.3	50	60	1117	285	15	117	82	35	8	29	20	2	265	0	57.775842905044556	3050	3702.8790040016174	1909	37.409836065573764	
