ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1575.378	11.792	1494.17	1050.45	9	0	0	25102	17	23851	16735	28	7	27	19	23	286	0	3800.792017698288	500	3800.792017698288	214	57.2	
117.52	9.414893617021276	92.61968085106383	65.17553191489361	14	1	313	1306	19.0	1243.0	871.0	12	7.0	26.0	19.0	34	318	0	1124.0569195747375	1000	4924.8489372730255	365	63.5	
118.596	9.37	68.488	48.344	20	2	575	1194	20	1143	796	12	7	25	18	33	354	0	1499.2229442596436	1500	6424.071881532669	559	62.733333333333334	
138.124	9.496	68.75	48.536	11	3	769	1194	20	1143	796	12	7	25	18	41	396	0	2022.3179385662079	2000	8446.389820098877	810	59.5	
138.838	9.452	70.044	49.386	4	4	978	1194	20	1143	796	11	7	25	18	48	431	0	1939.203533411026	2500	10385.593353509903	1052	57.92	
138.612	9.55	71.754	50.62	6	5	1153	1194	20	1143	796	12	7	25	18	52	465	0	2149.3103308677673	3000	12534.90368437767	1332	55.6	
138.16	9.27	62.386	44.016	7	6	1310	1194	20	1143	796	12	7	25	18	54	497	0	2259.568300008774	3500	14794.471984386444	1636	53.25714285714286	
131.75	8.942	49.406	34.92	10	7	1441	685	20	656	457	12	7	25	18	41	528	0	2484.2436866760254	4000	17278.71567106247	1960	51.0	
127.354	8.844	45.646	32.316	16	8	1553	685	19	656	457	12	7	25	18	26	553	0	2701.8961384296417	4500	19980.61180949211	2311	48.644444444444446	
122.596	8.814	42.318	30.048	20	9	1683	456	19	433	302	18	7	25	18	18	588	0	2424.3861985206604	5000	22404.99800801277	2624	47.519999999999996	
116.07	8.7	40.84	28.996	28	10	1797	456	19	433	302	18	7	25	18	16	618	0	2781.2601351737976	5500	25186.25814318657	2957	46.236363636363635	
114.388	8.66	40.782	28.94	32	11	1909	456	19	433	302	17	7	25	18	16	639	0	2781.3732430934906	6000	27967.63138628006	3308	44.86666666666667	
113.132	8.582	39.286	27.862	13	12	2024	456	19	433	302	17	7	25	18	15	662	0	2348.357060432434	6500	30315.988446712494	3650	43.84615384615385	
111.388	8.51	38.488	27.328	19	13	2145	453	18	433	302	17	7	25	18	13	681	0	2360.303957939148	7000	32676.292404651642	3989	43.01428571428572	
110.104	8.392	35.582	25.316	22	14	2237	445	17	360	255	17	7	25	18	12	710	0	2469.4021694660187	7500	35145.69457411766	4350	42.00000000000001	
109.79	8.292	33.272	23.654	24	15	2332	445	15	161	112	17	7	25	18	11	732	0	2494.5005724430084	8000	37640.19514656067	4715	41.0625	
110.582	8.204	32.63	23.1	13	16	2428	445	15	161	112	17	7	25	18	13	751	0	2489.9821197986603	8500	40130.17726635933	5085	40.17647058823529	
114.64	8.104	32.226	22.7	12	17	2503	428	18	161	112	17	7	25	18	15	781	0	2570.3870718479156	9000	42700.564338207245	5463	39.300000000000004	
