ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1038.326	11.716	1010.022	692.368	12	0	0	19074	17	18695	12716	16	7	15	11	57	0	0	14209.529725074768	500	14209.529725074768	500	0.0	
982.238	11.102	927.888	635.36	15	1	280	19074	20	18695	12716	15	7	15	11	46	0	0	2018.1364662647247	1000	16227.666191339493	712	28.799999999999997	
490.43	10.354	416.084	284.924	18	2	517	11016	20	10755	7344	16	7	15	11	35	0	0	2212.435513496399	1500	18440.10170483589	955	36.33333333333333	
425.396	10.112	333.458	228.316	26	3	723	11016	20	10755	7344	11	7	15	11	27	0	0	2378.874366760254	2000	20818.976071596146	1212	39.4	
369.442	9.754	257.302	176.432	28	4	910	11016	20	10755	7344	11	7	15	11	19	0	0	2509.9764409065247	2500	23328.95251250267	1484	40.64	
