ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	
144.3	8.72	142.0	96.32	3	0	0	709	11	700	473	16	7	15	11	14	0	0	85.62895560264587	50	85.62895560264587	
146.4	8.66	119.44	81.14	3	1	34	709	11	697	473	19	7	15	11	10	0	0	21.50319480895996	100	107.13215041160583	
149.64	8.82	101.74	69.1	3	2	65	709	12	697	473	14	7	15	11	10	0	0	25.20237684249878	150	132.33452725410461	
143.02	9.06	105.28	71.48	3	3	92	709	14	697	473	14	7	15	11	11	0	0	31.392035007476807	200	163.72656226158142	
140.68	9.06	105.6	71.7	3	4	115	709	14	697	473	14	7	15	11	12	0	0	32.65248703956604	250	196.37904930114746	
145.58	9.22	93.94	63.86	3	5	142	709	17	697	473	21	7	15	11	13	0	0	31.63401174545288	300	228.01306104660034	
137.42	9.16	88.24	60.0	3	6	170	709	17	697	473	20	7	15	11	12	0	0	27.92797303199768	350	255.94103407859802	
141.48	9.14	87.5	59.42	5	7	195	709	17	697	473	20	7	15	11	11	0	0	32.2219660282135	400	288.1630001068115	
158.64	9.12	86.46	58.68	6	8	221	709	17	697	473	20	7	15	11	10	0	0	30.95949673652649	450	319.122496843338	
152.62	9.02	72.34	49.16	6	9	237	417	17	465	317	20	7	15	11	10	0	0	42.41292595863342	500	361.53542280197144	
155.2	8.96	65.72	44.66	6	10	252	431	17	465	317	20	7	15	11	10	0	0	41.69427537918091	550	403.22969818115234	
145.46	8.78	61.5	41.72	6	11	268	432	17	465	317	15	7	15	11	9	0	0	41.31194543838501	600	444.54164361953735	
145.3	8.76	61.3	41.54	7	12	284	432	17	465	317	15	7	15	11	9	0	0	41.97801351547241	650	486.51965713500977	
151.42	8.7	58.54	39.58	8	13	299	432	17	465	317	15	7	15	11	8	0	0	44.06583118438721	700	530.585488319397	
150.98	8.44	47.68	32.16	8	14	305	432	14	388	262	15	7	15	11	8	0	0	52.919023513793945	750	583.5045118331909	
141.62	8.44	47.44	31.98	8	15	321	432	14	388	262	15	7	15	11	9	0	0	41.88902807235718	800	625.3935399055481	
127.04	8.5	48.24	32.54	8	16	333	432	14	388	262	17	7	15	11	9	0	0	45.74398493766785	850	671.1375248432159	
122.42	8.28	38.44	25.9	9	17	349	432	10	363	243	17	7	15	11	9	0	0	41.28400278091431	900	712.4215276241302	
131.92	8.2	31.56	21.24	10	18	358	432	10	94	66	17	7	15	11	9	0	0	50.81241798400879	950	763.233945608139	
150.74	8.16	30.52	20.56	11	19	371	432	10	94	66	17	7	15	11	8	0	0	45.27026867866516	1000	808.5042142868042	
154.04	8.18	30.86	20.8	11	20	389	432	10	94	66	17	7	15	11	8	0	0	36.91704225540161	1050	845.4212565422058	
165.04	8.18	30.64	20.68	13	21	399	432	10	94	66	17	7	15	11	7	0	0	46.10189890861511	1100	891.5231554508209	
168.22	8.18	30.98	20.88	13	22	404	432	10	94	66	17	7	15	11	7	0	0	60.02111601829529	1150	951.5442714691162	
154.72	8.18	30.54	20.6	9	23	416	432	10	94	66	17	7	15	11	8	0	0	44.296040058135986	1200	995.8403115272522	
156.0	8.18	29.94	20.24	9	24	428	432	10	94	66	17	7	15	11	7	0	0	45.13472533226013	1250	1040.9750368595123	
150.02	8.16	29.0	19.54	8	25	435	432	10	77	51	17	7	15	11	8	0	0	49.76694202423096	1300	1090.7419788837433	
151.34	8.26	30.86	20.88	6	26	449	432	12	114	80	17	8	15	11	8	0	0	42.49655246734619	1350	1133.2385313510895	
145.96	8.26	30.52	20.68	6	27	459	432	12	114	80	17	8	15	11	8	0	0	46.73153209686279	1400	1179.9700634479523	
153.36	8.24	29.92	20.28	6	28	468	432	12	114	80	17	8	15	11	7	0	0	50.59290838241577	1450	1230.562971830368	
156.72	8.2	28.12	19.08	6	29	480	432	12	114	80	17	8	15	11	7	0	0	43.911093950271606	1500	1274.4740657806396	
154.58	8.28	30.82	20.92	6	30	487	432	12	167	111	17	8	15	11	7	0	0	48.38501167297363	1550	1322.8590774536133	
162.74	8.28	30.48	20.72	5	31	496	432	12	167	111	17	8	15	11	7	0	0	47.42308831214905	1600	1370.2821657657623	
161.42	8.28	30.14	20.52	5	32	507	432	12	167	111	17	8	15	11	7	0	0	45.27803325653076	1650	1415.560199022293	
146.9	8.26	29.5	20.12	6	33	522	417	12	167	111	17	8	15	11	7	0	0	41.5695116519928	1700	1457.129710674286	
148.7	8.28	31.04	21.12	6	34	535	417	12	167	111	17	8	15	11	8	0	0	43.90590691566467	1750	1501.0356175899506	
148.7	8.28	31.04	21.12	6	35	546	417	12	167	111	17	8	15	11	8	0	0	43.81255269050598	1800	1544.8481702804565	
148.7	8.28	31.04	21.12	6	36	565	417	12	167	111	17	8	15	11	8	0	0	35.54250454902649	1850	1580.390674829483	
152.88	8.28	30.7	20.92	7	37	574	417	12	167	111	17	8	15	11	7	0	0	48.555001735687256	1900	1628.9456765651703	
149.14	8.28	30.44	20.76	7	38	586	417	12	167	111	17	8	15	11	7	0	0	43.31625962257385	1950	1672.2619361877441	
138.28	8.3	31.0	21.12	7	39	599	417	12	167	111	17	8	15	11	7	0	0	42.95906710624695	2000	1715.221003293991	
137.8	8.3	30.92	21.08	7	40	606	417	12	167	111	17	8	15	11	6	0	0	49.033220052719116	2050	1764.2542233467102	
137.94	8.32	30.52	20.78	7	41	624	417	12	167	111	17	8	15	11	6	0	0	36.699991941452026	2100	1800.9542152881622	
141.4	8.3	29.62	20.22	6	42	633	417	12	167	111	17	8	15	11	7	0	0	47.025131940841675	2150	1847.979347229004	
143.18	8.26	26.96	18.46	6	43	645	417	12	114	80	17	8	15	11	7	0	0	44.750896692276	2200	1892.73024392128	
141.7	8.26	26.92	18.42	6	44	654	417	12	114	80	17	8	15	11	8	0	0	48.79120397567749	2250	1941.5214478969574	
149.64	8.24	26.02	17.86	6	45	663	417	12	114	80	17	8	15	11	7	0	0	47.780017614364624	2300	1989.301465511322	
154.2	8.24	25.94	17.82	7	46	672	417	12	114	80	17	8	15	11	7	0	0	47.31205153465271	2350	2036.6135170459747	
149.32	8.24	25.94	17.82	7	47	684	417	12	114	80	17	8	15	11	7	0	0	44.228936195373535	2400	2080.8424532413483	
146.96	8.26	26.24	18.02	6	48	700	417	12	114	80	17	8	15	11	7	0	0	39.62663435935974	2450	2120.469087600708	
162.7	8.18	24.26	16.64	6	49	709	417	9	88	59	21	8	15	11	7	0	0	49.631691455841064	2500	2170.100779056549	
162.56	8.18	24.18	16.6	4	50	722	417	9	88	59	21	8	15	11	7	0	0	43.97338819503784	2550	2214.074167251587	
162.56	8.18	24.18	16.6	4	51	741	417	9	88	59	21	8	15	11	7	0	0	37.2369863986969	2600	2251.311153650284	
170.2	8.2	24.56	16.84	4	52	754	417	9	88	59	21	8	15	11	6	0	0	43.198299407958984	2650	2294.509453058243	
168.2	8.22	24.86	17.04	4	53	764	417	9	88	59	21	8	15	11	7	0	0	47.036941051483154	2700	2341.546394109726	
168.2	8.22	24.86	17.04	4	54	782	417	9	88	59	21	8	15	11	7	0	0	37.53029227256775	2750	2379.0766863822937	
175.96	8.22	24.86	17.04	4	55	795	417	9	88	59	21	8	15	11	7	0	0	43.61467742919922	2800	2422.691363811493	
171.72	8.26	25.92	17.76	4	56	809	417	10	88	59	21	8	15	11	7	0	0	42.69601917266846	2850	2465.3873829841614	
168.12	8.28	26.56	18.16	5	57	824	417	10	88	59	21	8	15	11	6	0	0	40.80064845085144	2900	2506.188031435013	
