ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
0.26775	23.62	9.108	20.214	16.0	1.5	0	0	54	10	45	36	9	6	8	6	0	0	0.2895078659057617	500	0.2895078659057617	212	57.6	
0.7229797822192199	26.842	9.06015037593985	17.12406015037594	13.571428571428571	60.0	1	235	73	17.0	50.0	41.0	5	6.0	8.0	6.0	0	0	0.08495211601257324	1000	0.37445998191833496	321	67.9	
0.901770594377597	29.518	9.42382271468144	18.301939058171744	14.56786703601108	60.0	2	375	91	17.0	60.0	49.0	3	6.0	8.0	6.0	0	0	0.10605382919311523	1500	0.4805138111114502	421	71.93333333333334	
1.7517344820904046	32.222	10.130548302872063	20.678851174934724	16.550913838120106	60.0	3	493	80	17.0	64.0	52.0	2	6.0	8.0	6.0	0	0	0.10799884796142578	2000	0.588512659072876	525	73.75	
2.088825551114341	36.026	10.335917312661499	21.578811369509044	17.302325581395348	60.0	4	607	77	17.0	75.0	61.0	6	6.0	8.0	6.0	0	0	0.1060035228729248	2500	0.6945161819458008	647	74.12	
3.0845623405588487	40.604	11.357142857142858	24.81377551020408	20.005102040816325	60.0	5	716	97	17.0	65.0	53.0	5	6.0	8.0	6.0	0	0	0.14394664764404297	3000	0.8384628295898438	817	72.76666666666667	
3.5642547607421875	41.082	11.6875	26.213541666666668	21.184895833333332	90.0	6	833	92	17.0	76.0	62.0	5	6.0	8.0	6.0	0	0	0.1549978256225586	3500	0.9934606552124023	967	72.37142857142857	
4.446581400796551	44.758	11.974811083123425	28.1183879093199	22.7455919395466	90.0	7	937	102	17.0	82.0	67.0	6	6.0	8.0	6.0	0	0	0.1770009994506836	4000	1.170461654663086	1140	71.5	
5.7001408166549945	49.142	12.30632911392405	29.625316455696204	24.01012658227848	90.0	8	1043	110	17.0	89.0	74.0	4	6.0	8.0	6.0	0	0	0.1589984893798828	4500	1.3294601440429688	1315	70.77777777777777	
9.327984076254891	51.132	12.531172069825436	29.67581047381546	24.022443890274314	90.0	9	1143	123	17.0	81.0	67.0	11	6.0	8.0	6.0	0	0	0.15200042724609375	5000	1.4814605712890625	1488	70.24000000000001	
10.308104801035146	53.166	12.869017632241814	30.556675062972293	24.78589420654912	105.0	10	1247	117	17.0	91.0	73.0	5	6.0	8.0	6.0	0	0	0.1490001678466797	5500	1.6304607391357422	1664	69.74545454545455	
10.642176734095113	56.344	12.7455919395466	29.91183879093199	24.259445843828715	105.0	11	1351	125	17.0	81.0	67.0	12	6.0	8.0	6.0	0	0	0.15401077270507812	6000	1.7844715118408203	1830	69.5	
10.179266441433601	59.686	12.77667493796526	30.71712158808933	24.937965260545905	126.0	12	1449	141	17.0	81.0	67.0	8	6.0	8.0	6.0	0	0	0.23498916625976562	6500	2.019460678100586	2012	69.04615384615384	
9.41927700218753	62.65	12.513513513513514	28.76904176904177	23.294840294840295	147.0	13	1543	142	17.0	84.0	68.0	17	6.0	8.0	6.0	0	0	0.16100120544433594	7000	2.180461883544922	2206	68.48571428571428	
9.357552144509569	62.06	12.67910447761194	29.72139303482587	24.106965174129353	147.0	14	1642	141	17.0	93.0	76.0	10	6.0	8.0	6.0	0	0	0.1529996395111084	7500	2.3334615230560303	2379	68.28	
10.514757215112311	64.618	12.865429234338746	29.819025522041763	24.187935034802784	147.0	15	1712	158	17.0	82.0	68.0	16	6.0	8.0	6.0	0	0	0.17000031471252441	8000	2.5034618377685547	2564	67.95	
13.235131298985834	67.528	12.84652278177458	29.47002398081535	23.894484412470025	294.0	16	1796	155	17.0	80.0	66.0	8	6.0	8.0	6.0	0	0	0.15799975395202637	8500	2.661461591720581	2753	67.61176470588236	
10.2618437670909	69.064	12.930288461538462	30.23076923076923	24.53846153846154	294.0	17	1881	177	17.0	105.0	86.0	21	6.0	8.0	6.0	0	0	0.15300226211547852	9000	2.8144638538360596	2960	67.11111111111111	
9.213437286023904	68.71	12.704878048780488	29.853658536585368	24.21951219512195	294.0	18	1972	175	17.0	102.0	83.0	10	6.0	8.0	6.0	0	0	0.1800098419189453	9500	2.994473695755005	3149	66.85263157894737	
8.56664508999922	67.12	12.645	29.855	24.1875	294.0	19	2073	199	17.0	99.0	82.0	4	6.0	8.0	6.0	0	0	0.16698837280273438	10000	3.1614620685577393	3332	66.68	
10.05413347059378	67.792	12.377272727272727	29.154545454545456	23.62727272727273	294.5	20	2134	146	17.0	105.0	87.0	19	6.0	8.0	6.0	0	0	0.1640012264251709	10500	3.32546329498291	3517	66.5047619047619	
11.351498879588735	68.91	12.578088578088579	30.526806526806528	24.764568764568764	294.5	21	2206	146	17.0	85.0	70.0	14	6.0	8.0	6.0	0	0	0.1490626335144043	11000	3.4745259284973145	3704	66.32727272727273	
15.882894205646288	71.328	12.585081585081586	31.41025641025641	25.45920745920746	295.0	22	2278	179	17.0	109.0	89.0	21	6.0	8.0	6.0	0	0	0.1459345817565918	11500	3.6204605102539062	3896	66.12173913043478	
22.01006995885571	73.878	13.119437939110071	32.53395784543326	26.379391100702577	295.0	23	2352	179	17.0	94.0	77.0	19	6.0	8.0	6.0	0	0	0.17099928855895996	12000	3.791459798812866	4087	65.94166666666666	
19.25007607006903	76.83	13.021951219512195	32.38048780487805	26.246341463414634	295.0	24	2443	173	17.0	79.0	64.0	14	6.0	8.0	6.0	0	0	0.1460552215576172	12500	3.9375150203704834	4284	65.728	
18.059171871084455	77.764	13.029885057471265	32.95632183908046	26.724137931034484	295.0	25	2509	165	17.0	79.0	65.0	7	6.0	8.0	6.0	0	0	0.14980077743530273	13000	4.087315797805786	4481	65.53076923076924	
21.02246134591502	76.938	12.869266055045872	32.52981651376147	26.353211009174313	300.5	26	2574	185	17.0	81.0	66.0	13	6.0	8.0	6.0	0	0	0.14899992942810059	13500	4.236315727233887	4707	65.13333333333333	
20.148511015939363	79.658	12.884705882352941	32.52705882352941	26.343529411764706	311.5	27	2650	185	17.0	80.0	65.0	10	6.0	8.0	6.0	0	0	0.14700603485107422	14000	4.383321762084961	4915	64.89285714285714	
23.41785374855059	81.724	12.930715935334874	33.0554272517321	26.78983833718245	312.0	28	2718	182	17.0	98.0	79.0	22	6.0	8.0	6.0	0	0	0.15400409698486328	14500	4.537325859069824	5126	64.64827586206897	
19.569119796805094	83.216	12.92434988179669	34.018912529550825	27.58628841607565	312.0	29	2796	178	17.0	98.0	81.0	21	6.0	8.0	6.0	0	0	0.1559462547302246	15000	4.693272113800049	5321	64.52666666666667	
22.032086915110888	86.746	12.882926829268293	34.55609756097561	28.039024390243902	312.0	30	2887	183	17.0	101.0	83.0	16	6.0	8.0	6.0	0	0	0.14977049827575684	15500	4.843042612075806	5531	64.31612903225806	
27.876133029053317	88.84	13.16	36.072941176470586	29.24705882352941	312.0	31	2963	208	17.0	101.0	83.0	22	6.0	8.0	6.0	0	0	0.16637325286865234	16000	5.009415864944458	5740	64.125	
