ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1786.0	11.84	1695.1	1190.82	1	0	0	30732	17	29211	20488	30	7	28	20	16	29	0	549.9908866882324	50	549.9908866882324	21	58.0	
131.84	8.75609756097561	85.51219512195122	60.09756097560975	1	1	30	756	15.0	717.0	504.0	24	7.0	25.0	18.0	20	30	0	129.7209849357605	100	679.7118716239929	40	60.0	
154.72	8.9	78.88	55.54	2	2	51	756	14	717	504	24	7	25	18	24	35	0	163.63888549804688	150	843.3507571220398	64	57.33333333333333	
163.56	8.66	77.36	54.34	6	3	86	756	14	717	504	21	7	25	18	26	36	0	94.96890306472778	200	938.3196601867676	77	61.5	
160.34	8.7	77.12	54.2	10	4	108	756	14	717	504	21	7	25	18	23	39	0	173.60643577575684	250	1111.9260959625244	101	59.599999999999994	
162.7	8.84	67.66	47.62	15	5	136	756	14	717	504	21	7	25	18	19	42	0	137.1892387866974	300	1249.1153347492218	120	60.0	
136.08	8.88	65.96	46.4	23	6	156	756	15	717	504	21	7	25	18	14	44	0	190.77582454681396	350	1439.8911592960358	145	58.57142857142857	
105.78	8.82	55.32	38.98	35	7	168	756	15	717	504	16	7	25	18	7	45	0	254.5739426612854	400	1694.4651019573212	181	54.75	
86.98	8.68	34.94	24.68	47	8	186	254	15	93	66	16	8	25	18	3	48	0	197.26447820663452	450	1891.7295801639557	207	54.0	
84.06	8.64	34.76	24.52	50	9	201	254	15	93	66	16	8	25	18	2	48	0	238.33881521224976	500	2130.0683953762054	240	52.0	
76.22	8.38	32.74	23.02	50	10	209	265	13	93	66	14	7	25	18	2	54	0	243.28857326507568	550	2373.356968641281	276	49.81818181818182	
78.5	8.36	32.64	22.96	50	11	224	265	13	93	66	14	7	25	18	2	55	0	230.4827754497528	600	2603.839744091034	310	48.33333333333333	
79.86	8.32	31.62	22.26	50	12	235	265	13	80	57	14	7	25	18	2	58	0	245.26792001724243	650	2849.1076641082764	341	47.53846153846154	
86.86	8.22	31.86	22.38	50	13	249	274	13	80	57	14	7	25	18	2	59	0	238.78200578689575	700	3087.889669895172	374	46.57142857142858	
79.58	8.24	31.4	22.0	50	14	259	274	13	80	57	14	7	25	18	2	60	0	264.49495553970337	750	3352.3846254348755	410	45.333333333333336	
