ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
980.689	11.711	957.447	653.942	3	0	0	21564	17	21107	14376	16	7	15	11	190	0	0	5597.970364809036	1000	5597.970364809036	1000	0.0	
644.315	10.63	595.116	406.376	2	1	609	10849	19	10642	7233	12	7	15	11	62	0	0	586.6684658527374	2000	6184.638830661774	1375	31.25	
527.119	10.579	482.552	329.466	2	2	1141	10534	19	10309	7023	13	7	15	11	62	0	0	642.9922902584076	3000	6827.631120920181	1810	39.666666666666664	
369.661	10.056	316.011	215.903	4	3	1580	10494	19	10257	6996	13	7	15	11	59	0	0	729.5148522853851	4000	7557.145973205566	2329	41.775	
277.925	9.604	219.648	149.9	4	4	1944	9684	20	9467	6456	11	7	15	11	59	0	0	674.8616371154785	5000	8232.007610321045	2902	41.959999999999994	
230.093	9.416	169.32	115.445	4	5	2298	9684	20	9467	6456	11	7	15	11	60	0	0	657.7566924095154	6000	8889.76430273056	3499	41.68333333333333	
187.924	9.227	124.44	84.778	4	6	2635	9684	19	9467	6456	11	7	15	11	61	0	0	674.9191520214081	7000	9564.683454751968	4120	41.142857142857146	
177.399	9.089	111.962	76.185	4	7	2970	9684	19	9467	6456	11	7	15	11	63	0	0	677.1078550815582	8000	10241.791309833527	4726	40.925	
160.876	8.977	92.703	63.008	5	8	3277	9684	20	9467	6456	11	7	15	11	65	0	0	696.4430940151215	9000	10938.234403848648	5355	40.5	
153.678	8.9	81.909	55.554	5	9	3566	9684	20	9467	6456	11	7	15	11	69	0	0	715.3005170822144	10000	11653.534920930862	6008	39.92	
147.036	8.88	73.222	49.63	5	10	3867	9684	20	9467	6456	11	7	15	11	68	0	0	698.4103577136993	11000	12351.945278644562	6649	39.554545454545455	
143.245	8.843	68.665	46.499	5	11	4176	9684	20	9467	6456	11	7	15	11	72	0	0	698.6492366790771	12000	13050.594515323639	7286	39.28333333333334	
142.211	8.802	67.182	45.48	6	12	4449	9684	20	9467	6456	11	7	15	11	71	0	0	768.6812264919281	13000	13819.275741815567	7950	38.84615384615384	
135.286	8.767	58.316	39.452	6	13	4728	9684	20	9467	6456	11	7	15	11	70	0	0	938.1155908107758	14000	14757.391332626343	8601	38.56428571428572	
133.703	8.741	57.234	38.695	6	14	5000	9684	20	9467	6456	8	7	15	11	69	0	0	928.0147581100464	15000	15685.40609073639	9271	38.193333333333335	
134.55	8.713	57.246	38.672	2	15	5276	9684	20	9467	6456	8	7	15	11	71	0	0	961.3597974777222	16000	16646.76588821411	9946	37.8375	
128.955	8.666	52.017	35.104	2	16	5529	9684	20	9467	6456	8	7	15	11	70	0	0	972.0787568092346	17000	17618.844645023346	10638	37.42352941176471	
127.262	8.627	51.193	34.511	2	17	5811	9684	20	9467	6456	8	7	15	11	69	0	0	938.7861921787262	18000	18557.630837202072	11294	37.25555555555555	
117.142	8.589	41.393	27.826	2	18	6099	1384	20	1351	923	8	7	15	11	67	0	0	741.1045572757721	19000	19298.735394477844	11919	37.26842105263158	
118.172	8.576	41.087	27.593	2	19	6354	1384	19	1351	923	10	7	15	11	70	0	0	760.0804677009583	20000	20058.815862178802	12586	37.07	
118.871	8.573	40.867	27.444	1	20	6613	1384	19	1351	923	10	7	15	11	69	0	0	762.3266296386719	21000	20821.142491817474	13259	36.86190476190476	
118.631	8.578	40.894	27.459	1	21	6870	1384	19	1351	923	10	7	15	11	67	0	0	760.5546185970306	22000	21581.697110414505	13932	36.672727272727265	
118.479	8.564	40.659	27.283	1	22	7125	1384	19	1351	923	10	7	15	11	67	0	0	754.5147047042847	23000	22336.21181511879	14621	36.4304347826087	
