ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
863.904	11.674	842.792	576.086	11	0	0	22042	17	21575	14695	16	7	15	11	52	0	0	6333.643251419067	500	6333.643251419067	500	0.0	
801.44	11.24	750.734	512.716	11	1	323	22042	20	21575	14695	16	7	15	11	29	0	0	629.1270337104797	1000	6962.770285129547	660	34.0	
820.908	11.196	748.198	510.708	11	2	609	22042	20	21575	14695	14	7	15	11	32	0	0	762.3952329158783	1500	7725.165518045425	860	42.666666666666664	
792.322	11.216	724.058	494.208	11	3	905	22042	20	21575	14695	14	7	15	11	31	0	0	713.0993101596832	2000	8438.264828205109	1053	47.35	
743.086	11.244	665.298	453.888	11	4	1178	22042	20	21575	14695	16	7	15	11	31	0	0	838.5825037956238	2500	9276.847332000732	1264	49.44	
640.456	11.098	555.996	379.396	11	5	1466	22042	20	21575	14695	16	7	15	11	27	0	0	767.9213049411774	3000	10044.76863694191	1462	51.266666666666666	
598.846	10.958	504.804	344.578	11	6	1737	22042	20	21575	14695	15	7	15	11	26	0	0	805.4099769592285	3500	10850.178613901138	1681	51.971428571428575	
546.268	10.98	447.544	305.606	10	7	2022	22042	20	21575	14695	15	7	15	11	24	0	0	787.6290538311005	4000	11637.807667732239	1884	52.900000000000006	
