ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
944.338	11.675	921.368	629.714	30	0	0	17698	17	17284	11799	16	7	15	11	90	0	0	6318.027759075165	1000	6318.027759075165	1000	0.0	
937.562	11.297	894.485	610.781	39	1	616	17698	20	17284	11799	16	7	15	11	91	0	0	307.5946559906006	2000	6625.622415065765	1357	32.150000000000006	
477.576	10.208	417.192	284.953	41	2	1097	15064	20	14736	10043	13	7	15	11	52	0	0	363.26562666893005	3000	6988.888041734695	1830	39.0	
217.734	9.387	143.811	98.174	46	3	1477	11125	20	10865	7417	8	7	15	11	20	0	0	416.79545068740845	4000	7405.683492422104	2387	40.325	
207.692	9.251	124.604	85.002	52	4	1837	11125	20	10865	7417	8	7	15	11	14	0	0	419.9823462963104	5000	7825.665838718414	2959	40.82	
203.702	9.188	114.52	78.12	52	5	2177	11125	20	10865	7417	8	7	15	11	13	0	0	442.8310878276825	6000	8268.496926546097	3544	40.93333333333333	
190.882	9.089	97.537	66.548	46	6	2504	11125	20	10865	7417	8	7	15	11	12	0	0	448.358439207077	7000	8716.855365753174	4125	41.07142857142857	
179.683	9.005	81.231	55.457	43	7	2829	11125	20	10865	7417	8	7	15	11	11	0	0	453.2656035423279	8000	9170.120969295502	4712	41.1	
179.436	9.02	79.706	54.4	46	8	3100	11125	20	10865	7417	8	7	15	11	11	0	0	479.7514898777008	9000	9649.872459173203	5353	40.522222222222226	
183.129	9.026	79.363	54.145	43	9	3390	11125	20	10865	7417	10	7	15	11	11	0	0	472.0021197795868	10000	10121.87457895279	5959	40.410000000000004	
164.791	8.996	62.767	42.815	43	10	3666	5076	20	4973	3384	10	7	15	11	11	0	0	486.17172837257385	11000	10608.046307325363	6586	40.127272727272725	
165.384	8.948	59.524	40.605	43	11	3938	5076	20	4973	3384	10	7	15	11	11	0	0	488.421594619751	12000	11096.467901945114	7202	39.983333333333334	
167.442	8.941	59.169	40.324	48	12	4229	5076	20	4973	3384	10	7	15	11	10	0	0	472.5136332511902	13000	11568.981535196304	7806	39.95384615384615	
167.995	8.912	56.477	38.49	44	13	4497	5076	20	4973	3384	10	7	15	11	10	0	0	496.2603313922882	14000	12065.241866588593	8406	39.957142857142856	
171.066	8.843	54.866	37.362	44	14	4791	5076	19	4973	3384	10	7	15	11	10	0	0	486.9260485172272	15000	12552.16791510582	9013	39.913333333333334	
169.683	8.844	52.865	35.995	45	15	5079	5076	19	4973	3384	10	7	15	11	10	0	0	490.8856272697449	16000	13043.053542375565	9634	39.787499999999994	
170.392	8.811	52.149	35.487	42	16	5344	5076	19	4973	3384	10	7	15	11	10	0	0	503.77296900749207	17000	13546.826511383057	10251	39.7	
171.657	8.814	52.196	35.508	44	17	5578	5076	19	4973	3384	10	7	15	11	10	0	0	518.7639389038086	18000	14065.590450286865	10889	39.50555555555556	
167.219	8.797	49.197	33.439	46	18	5862	5076	19	4973	3384	10	7	15	11	10	0	0	493.693546295166	19000	14559.283996582031	11488	39.53684210526316	
169.095	8.756	48.03	32.646	46	19	6102	5076	19	4973	3384	8	7	15	11	10	0	0	505.4625813961029	20000	15064.746577978134	12120	39.4	
169.972	8.732	47.853	32.512	46	20	6377	5076	19	4973	3384	8	7	15	11	10	0	0	484.82006788253784	21000	15549.566645860672	12725	39.40476190476191	
168.005	8.706	46.931	31.874	42	21	6616	5076	19	4973	3384	8	7	15	11	10	0	0	499.4272983074188	22000	16048.99394416809	13346	39.336363636363636	
166.123	8.707	45.45	30.861	44	22	6872	5076	19	4973	3384	10	7	15	11	10	0	0	505.1588671207428	23000	16554.152811288834	13965	39.28260869565218	
166.406	8.72	45.768	31.068	45	23	7124	5076	19	4973	3384	10	7	15	11	10	0	0	499.39865136146545	24000	17053.5514626503	14597	39.17916666666667	
168.128	8.726	45.719	31.042	46	24	7388	5076	19	4973	3384	10	7	15	11	10	0	0	472.97991704940796	25000	17526.531379699707	15188	39.248000000000005	
167.672	8.737	46.058	31.263	48	25	7636	5076	19	4973	3384	10	7	15	11	10	0	0	501.8954186439514	26000	18028.42679834366	15790	39.26923076923077	
168.565	8.727	46.048	31.252	49	26	7888	5076	19	4973	3384	10	7	15	11	10	0	0	502.96430468559265	27000	18531.39110302925	16402	39.251851851851846	
167.828	8.728	45.605	30.938	51	27	8145	5076	19	4973	3384	10	7	15	11	10	0	0	508.8004779815674	28000	19040.19158101082	17019	39.217857142857135	
165.853	8.747	46.295	31.402	51	28	8400	5076	19	4973	3384	10	7	15	11	10	0	0	505.4882118701935	29000	19545.679792881012	17620	39.241379310344826	
165.633	8.689	44.931	30.465	53	29	8646	5076	19	4973	3384	10	7	15	11	10	0	0	516.5841264724731	30000	20062.263919353485	18249	39.17	
162.257	8.656	44.063	29.892	49	30	8887	5076	19	4973	3384	10	7	15	11	10	0	0	523.7279756069183	31000	20585.991894960403	18842	39.21935483870968	
161.425	8.663	43.989	29.857	47	31	9128	5076	19	4973	3384	10	7	15	11	10	0	0	519.0084753036499	32000	21105.000370264053	19433	39.271875	
162.643	8.664	44.077	29.91	48	32	9415	5076	19	4973	3384	9	7	15	11	10	0	0	477.6611511707306	33000	21582.661521434784	19999	39.3969696969697	
163.253	8.651	43.664	29.629	49	33	9674	5076	19	4973	3384	9	7	15	11	10	0	0	475.02379870414734	34000	22057.68532013893	20590	39.44117647058823	
162.401	8.667	43.915	29.806	49	34	9945	5076	19	4973	3384	9	7	15	11	10	0	0	485.86081099510193	35000	22543.546131134033	21175	39.5	
