ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	
176.4	10.3	81.12	55.16	3	20	606	406	16	386	263	21	7	15	11	10	0	0	20.180426836013794	1050	503.60682129859924	
182.44	10.38	82.76	56.22	3	21	627	406	16	386	263	21	7	20	14	12	0	0	31.345158100128174	1100	534.9519793987274	
185.72	10.34	83.32	56.54	3	22	658	406	16	386	263	21	7	20	14	11	0	0	19.900277853012085	1150	554.8522572517395	
190.0	10.38	83.56	56.76	3	23	684	406	16	386	263	21	7	20	14	11	0	0	27.89249873161316	1200	582.7447559833527	
190.06	10.36	83.9	56.98	3	24	710	406	16	386	263	21	7	20	14	12	0	0	27.556241512298584	1250	610.3009974956512	
189.08	10.28	79.38	53.88	3	25	739	406	15	346	231	21	7	20	14	12	0	0	25.28065013885498	1300	635.5816476345062	
192.4	10.3	79.84	54.14	3	26	762	406	15	346	231	22	8	27	19	11	0	0	29.140756368637085	1350	664.7224040031433	
191.82	10.46	81.88	55.62	3	27	783	406	15	346	231	22	8	27	19	11	0	0	31.993008136749268	1400	696.7154121398926	
188.68	10.4	80.02	54.42	3	28	803	406	15	346	231	22	8	27	19	12	0	0	34.27329444885254	1450	730.9887065887451	
190.96	10.32	81.04	55.0	3	29	824	406	15	346	231	33	8	27	19	12	0	0	30.77000331878662	1500	761.7587099075317	
194.2	10.32	80.74	54.8	3	30	854	406	15	346	231	48	8	27	19	12	0	0	21.44070029258728	1550	783.199410200119	
193.92	10.34	81.1	55.02	3	31	883	406	15	346	231	48	8	27	19	12	0	0	23.43690323829651	1600	806.6363134384155	
193.02	10.32	80.26	54.48	3	32	897	406	15	346	231	48	8	27	19	11	0	0	39.49554896354675	1650	846.1318624019623	
193.1	10.36	80.44	54.64	3	33	922	406	15	346	231	48	8	27	19	11	0	0	30.24491786956787	1700	876.3767802715302	
193.1	10.36	80.44	54.64	3	34	947	406	15	346	231	48	8	27	19	11	0	0	27.325642585754395	1750	903.7024228572845	
192.08	10.24	79.64	54.06	3	35	971	406	15	346	231	48	8	27	19	11	0	0	28.56790041923523	1800	932.2703232765198	
192.74	10.22	78.48	53.34	3	36	992	406	15	346	231	48	8	27	19	12	0	0	30.237971782684326	1850	962.5082950592041	
192.08	10.22	77.08	52.44	4	37	1013	402	15	346	231	48	8	27	19	11	0	0	29.52446174621582	1900	992.0327568054199	
187.88	10.22	76.68	52.12	4	38	1036	402	15	346	231	48	8	30	21	11	0	0	27.79848003387451	1950	1019.8312368392944	
186.04	10.22	80.02	54.22	4	39	1054	402	16	346	231	47	8	32	21	10	0	0	34.514036417007446	2000	1054.3452732563019	
184.2	10.2	77.78	52.74	4	40	1070	402	16	346	231	47	8	32	21	10	0	0	35.93371891975403	2050	1090.278992176056	
184.02	10.04	76.42	51.72	4	41	1094	402	16	346	231	47	8	32	21	10	0	0	28.5635187625885	2100	1118.8425109386444	
184.02	10.04	76.42	51.72	4	42	1122	402	16	346	231	47	8	32	21	10	0	0	24.71235203742981	2150	1143.5548629760742	
184.76	10.0	73.16	49.5	4	43	1145	402	16	346	231	47	8	30	21	10	0	0	27.813836336135864	2200	1171.36869931221	
184.62	10.02	73.38	49.66	4	44	1159	402	16	346	231	47	8	30	21	10	0	0	36.175012826919556	2250	1207.5437121391296	
186.42	10.1	73.02	49.58	4	45	1183	402	16	346	231	47	8	30	21	13	0	0	27.5399968624115	2300	1235.0837090015411	
182.7	9.98	66.96	45.54	4	46	1205	402	16	260	174	47	8	30	21	12	0	0	29.297051668167114	2350	1264.3807606697083	
178.26	9.94	66.62	45.26	4	47	1225	262	16	260	174	47	8	30	21	12	0	0	31.429830074310303	2400	1295.8105907440186	
177.84	9.88	65.74	44.64	4	48	1245	262	16	260	174	47	8	30	21	12	0	0	29.73594379425049	2450	1325.546534538269	
178.24	9.88	65.96	44.76	4	49	1265	262	16	260	174	47	8	30	21	12	0	0	31.95969033241272	2500	1357.5062248706818	
176.14	9.98	66.04	44.84	4	50	1291	262	17	260	174	47	8	30	21	11	0	0	24.813074588775635	2550	1382.3192994594574	
174.56	9.86	63.0	42.72	5	51	1310	262	17	260	174	47	8	30	21	10	0	0	33.24884915351868	2600	1415.568148612976	
174.42	10.0	63.6	43.2	5	52	1330	255	17	260	174	47	8	30	21	10	0	0	30.94555640220642	2650	1446.5137050151825	
174.62	9.94	62.66	42.54	5	53	1350	255	17	260	174	47	8	30	21	10	0	0	31.318607568740845	2700	1477.8323125839233	
174.48	9.82	60.58	41.16	5	54	1370	255	17	215	144	47	8	30	21	10	0	0	35.75146269798279	2750	1513.5837752819061	
174.48	9.82	60.58	41.16	5	55	1388	255	17	215	144	47	8	30	21	10	0	0	33.78353977203369	2800	1547.3673150539398	
174.14	9.92	60.92	41.44	5	56	1411	255	17	215	144	41	8	30	21	10	0	0	29.057016849517822	2850	1576.4243319034576	
175.3	9.92	60.92	41.44	5	57	1433	255	17	215	144	41	8	30	21	10	0	0	30.675326108932495	2900	1607.0996580123901	
177.46	9.82	60.32	41.0	5	58	1452	255	17	215	144	47	8	30	21	9	0	0	32.4966983795166	2950	1639.5963563919067	
177.0	9.82	60.12	40.9	5	59	1472	255	17	215	144	47	8	30	21	9	0	0	32.70796489715576	3000	1672.3043212890625	
176.84	9.8	58.38	39.72	5	60	1493	255	17	215	144	47	8	30	21	9	0	0	29.993623733520508	3050	1702.297945022583	
176.84	9.8	58.38	39.72	5	60	1493	255	17	215	144	47	8	30	21	9	0	0	29.993623733520508	3050	1702.297945022583	
