ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1397.367	11.835	1325.504	931.761	11	0	0	27258	17	25952	18172	28	7	26	19	49	578	0	12168.794900894165	1000	12168.794900894165	1000	0.0	
123.654	9.463197969543147	90.6751269035533	63.85406091370558	13	1	589	1581	20.0	1503.0	1054.0	15	7.0	25.0	18.0	67	635	0	532.2800347805023	2000	12701.074935674667	1396	30.200000000000003	
134.742	9.54	81.739	57.665	18	2	1143	1581	20	1503	1054	8	7	25	18	79	701	0	570.4011311531067	3000	13271.476066827774	1825	39.16666666666667	
143.105	9.675	84.976	59.957	22	3	1609	1581	20	1503	1054	11	7	25	18	87	773	0	707.9592468738556	4000	13979.43531370163	2334	41.65	
145.273	9.624	85.295	60.172	27	4	2041	1581	20	1503	1054	13	7	25	18	65	842	0	697.6533596515656	5000	14677.088673353195	2875	42.50000000000001	
141.287	9.545	76.839	54.277	30	5	2441	1581	20	1503	1054	13	7	25	18	41	911	0	784.2960703372955	6000	15461.38474369049	3449	42.516666666666666	
140.425	9.47	73.25	51.771	36	6	2797	1581	20	1503	1054	11	7	25	18	32	995	0	826.0167541503906	7000	16287.401497840881	4064	41.94285714285715	
137.695	9.443	69.013	48.855	42	7	3170	1581	20	1503	1054	11	7	25	18	28	1077	0	777.4050698280334	8000	17064.806567668915	4671	41.6125	
135.369	9.43	64.615	45.836	60	8	3503	1581	20	1503	1054	11	7	25	18	24	1140	0	855.2950282096863	9000	17920.1015958786	5306	41.04444444444444	
134.84	9.333	60.495	42.983	76	9	3843	1581	20	1503	1054	11	7	25	18	19	1194	0	886.1312358379364	10000	18806.232831716537	5936	40.64	
127.482	9.253	53.061	37.813	92	10	4194	961	20	921	641	13	7	25	18	16	1260	0	841.2703981399536	11000	19647.50322985649	6559	40.372727272727275	
126.87	9.154	51.089	36.383	124	11	4511	961	20	921	641	13	7	25	18	15	1334	0	885.1837084293365	12000	20532.686938285828	7206	39.949999999999996	
123.745	9.187	50.772	36.112	149	12	4812	961	20	921	641	12	7	25	18	16	1396	0	884.3029918670654	13000	21416.989930152893	7878	39.4	
121.882	9.108	48.309	34.377	180	13	5103	961	20	921	641	12	7	25	18	12	1458	0	923.4466972351074	14000	22340.436627388	8561	38.849999999999994	
118.913	9.048	47.533	33.812	224	14	5378	961	20	921	641	12	7	25	18	11	1523	0	948.8013577461243	15000	23289.237985134125	9254	38.306666666666665	
118.685	9.008	47.614	33.814	260	15	5649	961	20	921	641	12	7	25	18	11	1589	0	947.0965178012848	16000	24236.33450293541	9951	37.80625	
117.296	8.961	47.304	33.523	309	16	5921	961	20	921	641	12	7	25	18	12	1656	0	940.7122359275818	17000	25177.04673886299	10643	37.39411764705882	
115.737	8.914	47.331	33.477	361	17	6185	961	20	921	641	12	7	25	18	12	1726	0	955.872403383255	18000	26132.919142246246	11348	36.955555555555556	
115.206	8.846	46.946	33.154	426	18	6423	961	20	921	641	11	7	25	18	11	1792	0	991.066933631897	19000	27123.986075878143	12080	36.421052631578945	
115.238	8.78	46.467	32.767	487	19	6666	961	20	921	641	11	7	25	18	11	1875	0	948.2026624679565	20000	28072.1887383461	12797	36.015	
115.407	8.7	45.453	32.02	561	20	6929	961	20	921	641	11	7	27	19	9	1940	0	949.9465925693512	21000	29022.13533091545	13503	35.7	
114.566	8.572	42.729	30.068	603	21	7182	961	20	921	641	21	7	28	19	7	2006	0	950.9475617408752	22000	29973.082892656326	14219	35.368181818181824	
112.105	8.451	40.57	28.535	677	22	7409	525	20	498	350	21	7	28	19	5	2067	0	1004.468564748764	23000	30977.55145740509	14957	34.969565217391306	
110.907	8.387	38.827	27.316	753	23	7635	408	20	343	240	21	7	28	19	5	2135	0	1005.4793112277985	24000	31983.03076863289	15697	34.59583333333333	
113.468	8.324	38.609	27.151	837	24	7872	408	20	343	240	21	7	28	19	4	2196	0	1016.0229909420013	25000	32999.05375957489	16420	34.31999999999999	
113.936	8.189	36.56	25.681	903	25	8109	408	20	235	167	21	7	29	20	3	2263	0	985.0816261768341	26000	33984.135385751724	17144	34.06153846153846	
112.83	8.086	35.929	25.214	979	26	8326	408	20	327	231	21	7	29	20	3	2323	0	977.3341550827026	27000	34961.46954083443	17892	33.733333333333334	
113.072	8.021	34.742	24.36	1000	27	8564	386	18	327	231	21	7	29	20	2	2401	0	927.2130651473999	28000	35888.68260598183	18612	33.528571428571425	
111.759	8.008	34.493	24.184	1000	28	8777	386	19	327	231	21	7	29	20	2	2490	0	836.126442193985	29000	36724.80904817581	19355	33.258620689655174	
112.455	8.031	34.615	24.276	1000	29	8999	386	19	327	231	19	7	29	20	2	2558	0	1003.3406493663788	30000	37728.14969754219	20104	32.986666666666665	
112.852	7.995	34.107	23.913	1000	30	9216	386	19	327	231	19	7	29	20	2	2634	0	995.1782879829407	31000	38723.32798552513	20850	32.74193548387096	
113.93	8.0	34.52	24.204	695	31	9414	386	19	327	231	19	7	28	20	3	2687	0	1033.3496007919312	32000	39756.67758631706	21620	32.4375	
114.999	7.985	34.419	24.135	783	32	9634	386	19	327	231	19	7	29	20	3	2760	0	988.3909990787506	33000	40745.06858539581	22366	32.22424242424242	
115.222	7.964	34.632	24.288	869	33	9841	386	20	327	231	19	7	29	20	3	2825	0	1019.285224199295	34000	41764.35380959511	23118	32.00588235294117	
116.018	7.969	34.923	24.493	953	34	10047	386	20	327	231	19	7	29	20	3	2894	0	1014.5389878749847	35000	42778.89279747009	23871	31.79714285714286	
115.808	7.962	34.822	24.425	1000	35	10252	386	19	327	231	19	7	28	19	2	2965	0	997.8870868682861	36000	43776.77988433838	24624	31.599999999999994	
115.858	7.949	34.382	24.114	1000	36	10450	401	19	327	231	19	7	28	19	2	3036	0	1014.3608963489532	37000	44791.14078068733	25395	31.364864864864856	
114.683	7.958	34.287	24.04	1000	37	10640	401	19	327	231	19	7	28	19	2	3101	0	1033.385474205017	38000	45824.52625489235	26170	31.131578947368425	
114.503	7.945	34.181	23.964	1000	38	10834	401	19	327	231	19	7	28	19	2	3178	0	1012.780588388443	39000	46837.30684328079	26940	30.92307692307692	
115.455	7.95	34.167	23.953	1000	39	11021	401	19	327	231	19	7	28	19	2	3237	0	1046.3312783241272	40000	47883.63812160492	27718	30.705	
116.219	7.959	34.065	23.876	1000	40	11225	401	19	327	231	19	7	28	19	2	3312	0	996.3997514247894	41000	48880.03787302971	28484	30.526829268292687	
116.857	7.985	34.066	23.875	1000	41	11425	401	19	327	231	19	7	28	19	2	3391	0	1012.4899137020111	42000	49892.52778673172	29257	30.340476190476195	
117.807	7.982	33.658	23.59	1000	42	11616	401	19	128	91	19	7	28	19	2	3447	0	1045.9654216766357	43000	50938.493208408356	30032	30.158139534883716	
118.404	7.955	33.435	23.423	1000	43	11822	401	19	128	91	19	7	28	19	2	3526	0	1005.8277747631073	44000	51944.32098317146	30779	30.047727272727272	
120.3	7.929	32.952	23.087	1000	44	12009	401	19	128	91	23	7	25	18	2	3603	0	1031.1892006397247	45000	52975.51018381119	31554	29.879999999999995	
121.233	7.922	33.02	23.134	1000	45	12214	401	19	188	132	23	7	25	18	2	3656	0	1080.8824326992035	46000	54056.39261651039	32310	29.76086956521739	
121.16	7.941	33.285	23.316	1000	46	12402	401	19	188	132	23	7	28	19	2	3730	0	1065.3176407814026	47000	55121.710257291794	33091	29.5936170212766	
120.45	7.939	33.11	23.19	1000	47	12599	401	19	146	105	23	7	28	19	2	3805	0	1044.472348690033	48000	56166.18260598183	33849	29.481250000000003	
121.569	7.937	33.091	23.177	1000	48	12800	401	19	146	105	23	7	28	19	2	3872	0	1040.3376069068909	49000	57206.52021288872	34621	29.34489795918367	
121.503	7.93	33.045	23.141	1000	49	12989	386	19	146	105	23	7	28	19	2	3951	0	1034.94340634346	50000	58241.46361923218	35401	29.198000000000008	
122.676	7.943	33.202	23.254	1000	50	13193	386	19	146	105	23	7	28	19	2	4021	0	995.6993129253387	51000	59237.16293215752	36163	29.0921568627451	
122.949	7.959	33.467	23.444	1000	51	13383	386	19	146	105	23	7	28	19	2	4104	0	974.0238542556763	52000	60211.18678641319	36940	28.961538461538467	
123.712	7.991	33.553	23.505	1000	52	13585	386	19	146	105	23	7	28	19	2	4180	0	1010.7728409767151	53000	61221.95962738991	37699	28.869811320754707	
123.995	8.014	33.655	23.579	1000	53	13774	386	19	146	105	29	7	28	19	2	4244	0	1051.596625328064	54000	62273.55625271797	38475	28.75	
123.658	8.041	33.772	23.668	1000	54	13956	386	19	146	105	29	7	28	19	2	4325	0	1024.3168609142303	55000	63297.8731136322	39257	28.623636363636365	
124.647	8.047	33.767	23.663	1000	55	14159	386	19	146	105	29	7	28	19	2	4378	0	1047.9580600261688	56000	64345.83117365837	40014	28.546428571428578	
123.507	8.077	34.111	23.905	1000	56	14363	369	19	146	105	27	7	28	19	2	4443	0	1024.7433831691742	57000	65370.574556827545	40781	28.454385964912277	
122.317	8.067	34.104	23.897	1000	57	14539	311	18	146	105	27	7	28	19	2	4519	0	1015.0688009262085	58000	66385.64335775375	41566	28.334482758620695	
122.866	8.122	34.733	24.346	1000	58	14726	311	18	146	105	27	7	28	19	2	4587	0	1062.2670567035675	59000	67447.91041445732	42350	28.22033898305085	
124.012	8.098	34.594	24.249	1000	59	14932	315	18	146	105	27	7	28	19	2	4652	0	1054.0862872600555	60000	68501.99670171738	43110	28.14999999999999	
126.159	8.147	34.844	24.433	1000	60	15153	315	19	146	105	27	7	28	19	2	4715	0	1016.867538690567	61000	69518.86424040794	43858	28.101639344262296	
126.159	8.147	34.844	24.433	1000	60	15153	315	19	146	105	27	7	28	19	2	4715	0	1016.867538690567	61000	69518.86424040794	43858	28.101639344262296	
