ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	
124.39	8.52	36.19	24.72	4	27	804	355	13	279	191	14	8	15	11	22	0	0	73.07798790931702	2800	2255.442487001419	
128.65	8.46	34.29	23.45	4	28	824	355	13	279	191	14	8	15	11	21	0	0	88.71899318695068	2900	2344.1614801883698	
132.21	8.45	32.89	22.56	4	29	846	355	13	279	191	14	8	15	11	20	0	0	87.53930735588074	3000	2431.7007875442505	
132.27	8.51	33.52	23.0	4	30	865	355	13	279	191	14	8	15	11	20	0	0	88.34996581077576	3100	2520.0507533550262	
134.27	8.46	33.19	22.73	4	31	887	355	13	279	191	14	8	15	11	20	0	0	84.95773386955261	3200	2605.008487224579	
135.0	8.45	31.32	21.5	4	32	902	355	13	279	191	14	8	15	11	19	0	0	93.71793699264526	3300	2698.726424217224	
133.69	8.41	30.36	20.86	4	33	920	355	13	279	191	14	8	15	11	19	0	0	90.87598586082458	3400	2789.6024100780487	
133.78	8.41	30.53	20.96	3	34	939	355	13	279	191	14	8	15	11	20	0	0	90.02938914299011	3500	2879.631799221039	
135.31	8.47	30.83	21.19	3	35	962	355	14	279	191	14	8	15	11	19	0	0	87.02055335044861	3600	2966.6523525714874	
132.28	8.5	30.95	21.28	3	36	975	355	14	279	191	14	8	15	11	19	0	0	96.86773037910461	3700	3063.520082950592	
132.68	8.52	31.21	21.46	3	37	997	355	14	279	191	14	8	15	11	19	0	0	84.82985377311707	3800	3148.349936723709	
132.54	8.54	31.51	21.66	3	38	1017	355	14	279	191	14	8	15	11	19	0	0	89.83245372772217	3900	3238.1823904514313	
137.37	8.56	31.88	21.9	3	39	1045	355	14	279	191	14	8	15	11	18	0	0	83.61444091796875	4000	3321.7968313694	
137.18	8.56	31.71	21.8	3	40	1073	355	14	279	191	14	8	15	11	18	0	0	79.80199885368347	4100	3401.5988302230835	
138.47	8.54	31.28	21.53	4	41	1093	355	14	279	191	14	8	15	11	18	0	0	89.40601539611816	4200	3491.0048456192017	
139.6	8.54	31.11	21.43	4	42	1109	355	14	279	191	14	8	15	11	18	0	0	93.09929132461548	4300	3584.104136943817	
139.2	8.53	30.83	21.25	4	43	1125	355	14	279	191	14	8	15	11	17	0	0	93.87242197990417	4400	3677.9765589237213	
142.72	8.57	31.57	21.77	4	44	1151	355	14	279	191	14	8	15	11	18	0	0	81.50098848342896	4500	3759.4775474071503	
145.83	8.49	30.42	21.01	4	45	1167	355	13	279	191	14	8	15	11	17	0	0	93.41198515892029	4600	3852.8895325660706	
147.05	8.49	30.59	21.11	4	46	1190	355	13	279	191	14	8	15	11	17	0	0	86.59898900985718	4700	3939.4885215759277	
146.96	8.49	30.72	21.19	4	47	1215	355	13	279	191	14	8	15	11	17	0	0	85.35234045982361	4800	4024.8408620357513	
145.8	8.48	30.57	21.09	4	48	1240	355	13	279	191	14	8	15	11	17	0	0	83.50651836395264	4900	4108.347380399704	
145.73	8.48	30.57	21.09	4	49	1265	355	13	279	191	14	8	15	11	17	0	0	84.48199391365051	5000	4192.8293743133545	
144.53	8.47	30.42	20.99	4	50	1291	355	13	279	191	14	8	15	11	18	0	0	83.55287790298462	5100	4276.382252216339	
146.4	8.47	30.59	21.09	4	51	1314	355	13	279	191	14	8	15	11	18	0	0	86.53845024108887	5200	4362.920702457428	
147.9	8.51	31.23	21.55	4	52	1339	355	13	279	191	14	8	15	11	18	0	0	83.71821546554565	5300	4446.638917922974	
147.9	8.51	31.23	21.55	4	53	1360	355	13	279	191	14	8	15	11	18	0	0	88.5309464931488	5400	4535.169864416122	
148.7	8.52	31.43	21.69	4	54	1382	355	13	279	191	14	8	15	11	18	0	0	87.56316637992859	5500	4622.733030796051	
149.99	8.58	32.48	22.41	4	55	1403	355	14	279	191	17	8	15	11	17	0	0	86.88918018341064	5600	4709.622210979462	
148.57	8.58	32.48	22.41	4	56	1438	355	14	279	191	17	8	15	11	18	0	0	77.24598050117493	5700	4786.868191480637	
154.59	8.63	32.69	22.59	4	57	1459	355	14	279	191	17	8	15	11	17	0	0	88.6019594669342	5800	4875.470150947571	
152.02	8.63	32.82	22.67	4	58	1480	355	14	279	191	17	8	15	11	17	0	0	89.86414623260498	5900	4965.334297180176	
151.1	8.61	32.26	22.29	4	59	1505	355	14	279	191	17	8	15	11	16	0	0	84.10609936714172	6000	5049.4403965473175	
150.95	8.6	31.97	22.08	4	60	1532	355	14	279	191	23	8	15	11	17	0	0	99.93687748908997	6100	5149.3772740364075	
150.95	8.6	31.97	22.08	4	60	1532	355	14	279	191	23	8	15	11	17	0	0	99.93687748908997	6100	5149.3772740364075	
