ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
886.68	11.42	863.48	591.28	7	0	0	10995	17	10726	7330	19	7	19	13	12	0	0	1255.0114605426788	50	1255.0114605426788	50	0.0	
913.14	11.8	875.18	598.5	8	1	33	10995	18	10726	7330	18	7	19	13	12	0	0	144.61154222488403	100	1399.6230027675629	67	33.0	
680.88	12.26	653.38	447.9	9	2	61	10995	20	10726	7330	18	7	19	13	9	0	0	204.01308846473694	150	1603.6360912322998	89	40.666666666666664	
560.94	11.8	531.82	364.32	9	3	91	10995	20	10726	7330	19	7	15	11	8	0	0	157.33483982086182	200	1760.9709310531616	109	45.49999999999999	
564.0	11.9	510.84	350.16	9	4	121	10995	19	10726	7330	19	8	15	11	7	0	0	157.75714921951294	250	1918.7280802726746	129	48.4	
568.26	11.98	511.26	350.54	9	5	153	10995	19	10726	7330	19	8	15	11	6	0	0	140.12511348724365	300	2058.853193759918	145	51.666666666666664	
561.72	11.94	503.04	345.04	11	6	181	10995	19	10726	7330	19	8	15	11	6	0	0	199.2476282119751	350	2258.1008219718933	165	52.85714285714286	
557.54	11.5	496.36	340.44	13	7	212	10995	19	10726	7330	19	8	15	11	6	0	0	166.24733901023865	400	2424.348160982132	183	54.25	
552.92	11.08	494.24	338.94	11	8	237	10995	19	10726	7330	19	8	15	11	5	0	0	208.77620697021484	450	2633.124367952347	208	53.77777777777778	
564.34	10.74	491.26	336.74	11	9	270	10995	17	10726	7330	19	8	15	11	5	0	0	141.95469570159912	500	2775.079063653946	225	55.0	
554.04	10.48	476.58	326.8	12	10	298	10995	17	10726	7330	19	8	15	11	5	0	0	163.57860350608826	550	2938.657667160034	246	55.27272727272727	
556.82	10.22	474.72	325.42	14	11	328	10995	17	10726	7330	19	8	15	11	4	0	0	164.6060333251953	600	3103.2637004852295	266	55.666666666666664	
552.78	10.48	477.28	327.38	14	12	354	10995	17	10726	7330	19	8	15	11	5	0	0	208.4569046497345	650	3311.720605134964	290	55.38461538461538	
545.74	10.54	475.26	325.98	16	13	380	10995	17	10726	7330	19	8	15	11	4	0	0	194.48962688446045	700	3506.2102320194244	313	55.285714285714285	
546.78	10.66	479.0	328.6	16	14	410	10995	17	10726	7330	19	8	15	11	4	0	0	150.90335130691528	750	3657.1135833263397	333	55.6	
531.02	10.62	457.9	314.06	16	15	442	10995	17	10726	7330	19	8	15	11	4	0	0	153.37108182907104	800	3810.4846651554108	351	56.125	
528.14	10.68	459.0	314.82	16	16	469	10995	17	10726	7330	19	8	15	11	3	0	0	186.19616794586182	850	3996.6808331012726	374	56.0	
531.48	10.84	463.16	317.6	16	17	499	10995	17	10726	7330	19	8	15	11	4	0	0	167.1106083393097	900	4163.791441440582	393	56.333333333333336	
537.86	10.94	468.36	321.14	17	18	526	10995	17	10726	7330	19	8	15	11	4	0	0	190.43862676620483	950	4354.230068206787	416	56.21052631578947	
534.78	10.9	467.84	320.74	17	19	560	10995	17	10726	7330	19	8	15	11	4	0	0	135.47126293182373	1000	4489.701331138611	432	56.8	
534.88	10.92	469.6	321.82	15	20	591	10995	17	10726	7330	19	8	15	11	4	0	0	158.9139368534088	1050	4648.61526799202	451	57.047619047619044	
539.86	11.12	477.96	327.58	15	21	610	10995	17	10726	7330	19	8	15	11	4	0	0	264.3210413455963	1100	4912.936309337616	481	56.27272727272727	
545.18	11.32	481.62	330.2	14	22	636	10995	17	10726	7330	19	8	15	11	4	0	0	199.670268535614	1150	5112.60657787323	505	56.086956521739125	
545.92	11.34	481.46	330.18	14	23	657	10995	17	10726	7330	19	8	15	11	4	0	0	248.92421960830688	1200	5361.530797481537	534	55.5	
549.08	11.42	482.36	330.9	15	24	681	10995	17	10726	7330	19	8	15	11	4	0	0	212.91415858268738	1250	5574.444956064224	558	55.36	
550.14	11.48	484.2	332.12	16	25	705	10995	17	10726	7330	19	8	15	11	4	0	0	204.82350182533264	1300	5779.268457889557	584	55.07692307692308	
556.6	11.58	485.16	332.82	16	26	728	10995	17	10726	7330	19	8	15	11	4	0	0	216.23101210594177	1350	5995.499469995499	611	54.74074074074074	
559.06	11.72	485.98	333.4	17	27	754	10995	17	10726	7330	19	8	15	11	4	0	0	191.37565279006958	1400	6186.875122785568	635	54.642857142857146	
561.36	11.96	489.16	335.7	18	28	783	10995	17	10726	7330	19	8	15	11	4	0	0	167.13288855552673	1450	6354.008011341095	656	54.758620689655174	
568.58	12.34	494.62	339.6	20	29	806	10995	17	10726	7330	19	8	19	13	4	0	0	228.5080156326294	1500	6582.516026973724	683	54.46666666666667	
564.48	12.26	496.06	340.48	20	30	838	10995	17	10726	7330	19	8	19	13	4	0	0	158.47803616523743	1550	6740.994063138962	701	54.774193548387096	
571.98	12.0	491.92	337.52	22	31	861	10995	17	10726	7330	19	8	19	13	4	0	0	253.6842544078827	1600	6994.6783175468445	727	54.5625	
578.84	11.96	490.74	336.7	22	32	886	10995	17	10726	7330	19	8	19	13	4	0	0	261.7841064929962	1650	7256.462424039841	752	54.42424242424242	
