ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
[0.49438479]	122.48	8.68	120.8	81.8	[0.5835631860399663]	0	0	862	11	846	575	16	7	15	11	0	0	155.41232991218567	50	155.41232991218567	50	0.0	
[-0.4937956]	119.44	8.705882352941176	35.11764705882353	24.058823529411764	[0.5835631860399663]	1	34	454	13.0	71.0	48.0	13	7.0	15.0	11.0	0	0	38.91549253463745	100	194.32782244682312	66	34.0	
