ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	
195.1	8.12	19.28	13.6	2	46	612	307	11	83	57	71	8	15	11	13	0	0	43.137691020965576	2350	2029.7629742622375	
190.14	8.12	19.62	13.8	2	47	624	307	11	83	57	71	8	15	11	11	0	0	42.052589654922485	2400	2071.81556391716	
186.04	8.12	19.88	13.96	2	48	633	307	11	83	57	71	8	15	11	11	0	0	47.03518986701965	2450	2118.8507537841797	
182.12	8.22	22.92	16.08	2	49	639	307	13	180	125	71	8	15	11	11	0	0	49.3437716960907	2500	2168.1945254802704	
182.6	8.28	24.2	16.96	2	50	651	307	13	180	125	71	8	15	11	10	0	0	42.60426330566406	2550	2210.7987887859344	
182.6	8.28	24.2	16.96	2	51	660	307	13	180	125	71	8	15	11	10	0	0	46.40809345245361	2600	2257.206882238388	
182.6	8.28	24.2	16.96	2	52	668	307	13	180	125	71	8	15	11	10	0	0	47.72662925720215	2650	2304.93351149559	
182.72	8.28	24.12	16.92	2	53	679	307	13	180	125	71	8	15	11	10	0	0	44.36314511299133	2700	2349.2966566085815	
182.72	8.28	24.12	16.92	2	54	688	307	13	180	125	71	8	15	11	10	0	0	46.47406768798828	2750	2395.77072429657	
182.72	8.28	24.12	16.92	2	55	696	307	13	180	125	71	8	15	11	10	0	0	46.95140838623047	2800	2442.7221326828003	
182.72	8.28	24.12	16.92	2	56	704	307	13	180	125	71	8	15	11	10	0	0	47.856634855270386	2850	2490.5787675380707	
186.66	8.28	24.12	16.92	2	57	710	307	13	180	125	71	8	15	11	10	0	0	48.10602521896362	2900	2538.6847927570343	
186.78	8.28	24.12	16.92	2	58	720	307	13	180	125	71	8	15	11	10	0	0	45.17319107055664	2950	2583.857983827591	
186.78	8.28	24.12	16.92	2	59	733	307	13	180	125	71	8	15	11	10	0	0	42.48611855506897	3000	2626.34410238266	
190.84	8.28	24.12	16.92	3	60	744	307	13	180	125	71	8	15	11	10	0	0	43.96813249588013	3050	2670.31223487854	
190.84	8.28	24.12	16.92	3	60	744	307	13	180	125	71	8	15	11	10	0	0	43.96813249588013	3050	2670.31223487854	
