ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	
123.82	8.72	121.76	82.7	3	0	0	415	11	410	277	16	7	15	11	14	0	0	78.09825038909912	50	78.09825038909912	
144.44	8.74	91.7	62.28	3	1	24	441	15	410	276	16	7	15	11	10	0	0	31.56805920600891	100	109.66630959510803	
155.7	8.82	87.02	59.1	2	2	51	441	16	410	276	21	7	15	11	11	0	0	28.451168298721313	150	138.11747789382935	
179.5	9.08	87.64	59.5	2	3	79	441	16	410	276	21	7	15	11	11	0	0	27.255939722061157	200	165.3734176158905	
172.18	9.06	88.54	59.92	3	4	107	414	16	410	276	21	7	15	11	12	0	0	26.193572759628296	250	191.5669903755188	
171.4	9.0	89.02	60.22	3	5	131	414	16	410	276	21	7	15	11	12	0	0	30.711050748825073	300	222.27804112434387	
177.02	9.14	91.9	62.08	4	6	155	414	16	410	276	21	7	15	11	15	0	0	30.65529155731201	350	252.93333268165588	
177.74	8.96	71.02	48.02	4	7	172	414	16	410	276	21	7	15	11	13	0	0	38.79779005050659	400	291.7311227321625	
172.88	9.08	70.96	48.0	4	8	190	414	16	410	276	21	7	15	11	14	0	0	37.3995041847229	450	329.1306269168854	
156.14	9.14	66.14	44.8	4	9	206	414	16	410	276	21	7	15	11	13	0	0	41.337632179260254	500	370.46825909614563	
150.64	8.82	57.06	38.66	5	10	219	414	16	410	276	20	7	15	11	12	0	0	44.16731142997742	550	414.63557052612305	
153.6	8.78	51.84	35.06	5	11	231	414	17	410	276	20	7	15	11	10	0	0	43.24441051483154	600	457.8799810409546	
163.24	8.62	43.88	29.68	4	12	244	375	16	213	145	20	7	15	11	10	0	0	42.96351099014282	650	500.8434920310974	
171.52	8.64	44.18	29.88	5	13	262	375	16	213	145	20	7	15	11	9	0	0	38.62533640861511	700	539.4688284397125	
176.28	8.62	43.12	29.2	4	14	273	375	16	213	145	20	7	15	11	12	0	0	43.757002115249634	750	583.2258305549622	
185.94	8.44	39.14	26.62	4	15	283	375	16	213	145	20	7	15	11	13	0	0	45.85487365722656	800	629.0807042121887	
186.26	8.52	37.74	25.72	5	16	294	375	16	188	129	20	8	15	11	11	0	0	45.83393979072571	850	674.9146440029144	
188.0	8.52	37.24	25.44	5	17	303	375	16	188	129	20	8	15	11	11	0	0	48.568058013916016	900	723.4827020168304	
186.76	8.46	30.6	21.12	4	18	313	375	16	184	129	20	8	15	11	13	0	0	45.268434047698975	950	768.7511360645294	
186.76	8.46	30.6	21.12	4	19	321	375	16	184	129	20	8	15	11	13	0	0	49.87217593193054	1000	818.62331199646	
186.38	8.46	30.6	21.12	4	20	335	375	16	184	129	20	8	15	11	13	0	0	41.18300175666809	1050	859.806313753128	
187.8	8.42	29.4	20.36	4	21	343	375	16	184	129	20	8	15	11	13	0	0	48.02599358558655	1100	907.8323073387146	
188.84	8.38	28.0	19.42	4	22	357	375	16	184	129	20	8	15	11	13	0	0	40.75194072723389	1150	948.5842480659485	
189.46	8.42	28.82	19.98	4	23	369	375	16	184	129	20	8	15	11	13	0	0	44.059046030044556	1200	992.643294095993	
193.14	8.42	28.74	19.94	4	24	380	375	16	184	129	20	8	15	11	13	0	0	43.15598654747009	1250	1035.7992806434631	
193.14	8.48	29.28	20.34	4	25	385	375	16	184	129	20	8	15	11	12	0	0	53.34799551963806	1300	1089.1472761631012	
194.46	8.48	29.28	20.34	4	26	392	375	16	184	129	76	8	15	11	13	0	0	49.215412855148315	1350	1138.3626890182495	
198.36	8.44	27.7	19.34	4	27	403	375	16	184	129	76	8	15	11	14	0	0	44.77206039428711	1400	1183.1347494125366	
197.62	8.34	24.52	17.18	4	28	416	375	16	184	129	76	8	15	11	14	0	0	44.08594989776611	1450	1227.2206993103027	
197.52	8.34	24.52	17.18	4	29	424	375	16	184	129	76	8	15	11	13	0	0	48.27852177619934	1500	1275.499221086502	
197.52	8.34	24.52	17.18	4	30	440	375	16	184	129	76	8	15	11	13	0	0	38.66105246543884	1550	1314.160273551941	
197.52	8.34	24.52	17.18	4	31	454	375	16	184	129	76	8	15	11	13	0	0	42.02994132041931	1600	1356.1902148723602	
205.34	8.34	24.26	17.02	4	32	464	375	16	184	129	76	8	15	11	12	0	0	45.64273428916931	1650	1401.8329491615295	
209.2	8.32	23.88	16.78	4	33	472	375	16	184	129	76	8	15	11	12	0	0	47.532068729400635	1700	1449.3650178909302	
213.52	8.32	23.8	16.74	4	34	476	375	16	184	129	76	8	15	11	12	0	0	50.92694926261902	1750	1500.2919671535492	
213.52	8.32	23.8	16.74	4	35	488	375	16	184	129	76	8	15	11	12	0	0	42.66129279136658	1800	1542.9532599449158	
213.52	8.32	23.8	16.74	4	36	500	375	16	184	129	76	8	15	11	12	0	0	44.55531120300293	1850	1587.5085711479187	
214.24	8.32	23.8	16.74	4	37	510	375	16	184	129	76	8	15	11	12	0	0	44.417426347732544	1900	1631.9259974956512	
206.3	8.3	23.24	16.38	2	38	522	375	16	184	129	76	8	15	11	12	0	0	42.960936069488525	1950	1674.8869335651398	
206.3	8.3	23.24	16.38	2	39	532	375	16	184	129	76	8	15	11	12	0	0	48.619232416152954	2000	1723.5061659812927	
202.66	8.3	23.32	16.42	2	40	543	375	16	184	129	76	8	15	11	13	0	0	43.52311635017395	2050	1767.0292823314667	
202.66	8.3	23.32	16.42	2	41	555	375	16	184	129	76	8	15	11	13	0	0	42.71499419212341	2100	1809.74427652359	
205.8	8.2	21.22	14.94	2	42	566	375	12	120	82	76	8	15	11	13	0	0	45.02085542678833	2150	1854.7651319503784	
195.46	8.12	19.2	13.56	2	43	575	307	11	83	57	76	8	15	11	13	0	0	46.18194007873535	2200	1900.9470720291138	
195.46	8.12	19.2	13.56	2	44	589	307	11	83	57	76	8	15	11	13	0	0	41.243247509002686	2250	1942.1903195381165	
190.74	8.12	19.2	13.56	2	45	600	307	11	83	57	71	8	15	11	13	0	0	44.43496370315552	2300	1986.625283241272	
